"vendas","descontos","venda_líquida","qtd_unidades","lucro","custo_entrega","custo_implicito","prioridades_pedidos","categorias_produto","sub_categorias_produto","modo_entrega"
59.76,0.04,57.3696,5,-10.34,3.37,64.3396,NOT SPECIFIED,OFFICE SUPPLIES,"SCISSORS, RULERS AND TRIMMERS",REGULAR AIR
195.75,0.02,191.835,6,-31.24,1.99,221.085,LOW,TECHNOLOGY,COMPUTER PERIPHERALS,REGULAR AIR
185.16,0.02,181.4568,3,-49.34,3.99,226.80679999999998,LOW,OFFICE SUPPLIES,APPLIANCES,REGULAR AIR
1397.383,0.01,1383.4091700000001,46,-135.86,5.0,1514.26917,LOW,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR
5144.94,0.09,4681.895399999999,22,729.06,11.25,3941.5853999999995,LOW,TECHNOLOGY,COMPUTER PERIPHERALS,REGULAR AIR
287.61,0.02,281.8578,43,-101.5,6.35,377.0078,HIGH,OFFICE SUPPLIES,PAPER,REGULAR AIR
128.52,0.06,120.8088,23,42.8,1.0,77.00880000000001,HIGH,OFFICE SUPPLIES,PENS & ART SUPPLIES,REGULAR AIR
1011.67,0.04,971.2031999999999,41,-74.64,8.79,1037.0532,HIGH,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR
31.13,0.06,29.2622,18,-0.81,1.0,29.0722,CRITICAL,OFFICE SUPPLIES,PENS & ART SUPPLIES,REGULAR AIR
4896.93,0.04,4701.0528,37,1467.82,12.65,3220.582800000001,CRITICAL,FURNITURE,CHAIRS & CHAIRMATS,EXPRESS AIR
7201.89,0.09,6553.7199,26,-650.11,54.12,7149.7099,MEDIUM,FURNITURE,TABLES,DELIVERY TRUCK
3156.6,0.1,2840.94,12,454.26,24.49,2362.1900000000005,LOW,FURNITURE,CHAIRS & CHAIRMATS,REGULAR AIR
302.69,0.05,287.5555,47,125.65,1.02,160.8855,LOW,OFFICE SUPPLIES,PAPER,EXPRESS AIR
2040.39,0.07,1897.5627000000002,50,221.09,19.99,1656.4827000000002,MEDIUM,OFFICE SUPPLIES,PAPER,REGULAR AIR
272.8925,0.01,270.163575,15,19.61,0.99,249.56357499999996,HIGH,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR
123.11,0.06,115.7234,41,48.93,0.49,66.30340000000001,LOW,OFFICE SUPPLIES,LABELS,REGULAR AIR
254.02,0.04,243.85920000000002,40,123.14,0.5,120.21920000000001,MEDIUM,OFFICE SUPPLIES,LABELS,REGULAR AIR
41.52,0.06,39.028800000000004,16,-85.17,7.09,117.1088,MEDIUM,OFFICE SUPPLIES,PAPER,REGULAR AIR
5320.57,0.02,5214.1586,28,534.29,19.99,4659.8786,LOW,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR
3227.38,0.05,3066.011,26,192.31,30.0,2843.701,MEDIUM,FURNITURE,CHAIRS & CHAIRMATS,DELIVERY TRUCK
134.52,0.03,130.48440000000002,48,-6.04,1.2,135.32440000000003,MEDIUM,OFFICE SUPPLIES,PENS & ART SUPPLIES,REGULAR AIR
433.68,0.07,403.3224,42,44.1,4.8,354.4224,LOW,OFFICE SUPPLIES,ENVELOPES,REGULAR AIR
104.46,0.01,103.41539999999999,7,-36.77,7.51,132.6754,CRITICAL,TECHNOLOGY,OFFICE MACHINES,REGULAR AIR
112.47,0.0,112.47,8,46.74,6.02,59.71,HIGH,FURNITURE,OFFICE FURNISHINGS,EXPRESS AIR
3531.75,0.0,3531.75,38,572.26,20.79,2938.7,CRITICAL,FURNITURE,OFFICE FURNISHINGS,REGULAR AIR
86.69,0.0,86.69,12,-43.48,7.37,122.79999999999998,MEDIUM,OFFICE SUPPLIES,PAPER,REGULAR AIR
157.26,0.06,147.8244,9,-18.84,1.99,164.6744,MEDIUM,TECHNOLOGY,COMPUTER PERIPHERALS,REGULAR AIR
187.6375,0.03,182.008375,6,-190.03,5.0,367.038375,MEDIUM,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR
114.94,0.09,104.5954,17,-102.24,9.68,197.1554,NOT SPECIFIED,OFFICE SUPPLIES,PAPER,REGULAR AIR
85.36,0.09,77.6776,8,-23.82,4.5,96.9976,LOW,OFFICE SUPPLIES,APPLIANCES,REGULAR AIR
671.75,0.07,624.7275,32,-56.83,4.0,677.5575,HIGH,TECHNOLOGY,COMPUTER PERIPHERALS,REGULAR AIR
717.29,0.01,710.1170999999999,24,191.29,1.99,516.8371,CRITICAL,TECHNOLOGY,COMPUTER PERIPHERALS,REGULAR AIR
74.17,0.01,73.42830000000001,43,-13.4,1.29,85.5383,LOW,OFFICE SUPPLIES,PENS & ART SUPPLIES,REGULAR AIR
113.8,0.07,105.834,25,-84.08,5.42,184.494,NOT SPECIFIED,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,REGULAR AIR
480.13,0.04,460.9248,29,53.67,7.74,399.5148,NOT SPECIFIED,FURNITURE,OFFICE FURNISHINGS,REGULAR AIR
66.92,0.01,66.2508,5,-23.29,6.13,83.4108,HIGH,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR
161.87,0.04,155.39520000000002,24,-31.27,5.11,181.5552,CRITICAL,OFFICE SUPPLIES,PAPER,REGULAR AIR
762.2,0.07,708.846,50,16.57,8.4,683.876,CRITICAL,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,REGULAR AIR
235.45,0.06,221.32299999999998,27,-8.82,5.16,224.98299999999998,CRITICAL,OFFICE SUPPLIES,PAPER,REGULAR AIR
45.38,0.07,42.2034,26,-1.97,0.7,43.4734,MEDIUM,OFFICE SUPPLIES,PENS & ART SUPPLIES,REGULAR AIR
163.3105,0.02,160.04429,9,-105.09,3.3,261.83429,MEDIUM,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR
123.92,0.09,112.7672,9,45.83,5.3,61.63720000000001,LOW,FURNITURE,OFFICE FURNISHINGS,REGULAR AIR
1423.35,0.1,1281.0149999999999,36,-580.32,19.99,1841.3449999999998,LOW,TECHNOLOGY,COMPUTER PERIPHERALS,REGULAR AIR
7.15,0.03,6.9355,1,-2.55,2.03,7.4555,MEDIUM,FURNITURE,OFFICE FURNISHINGS,REGULAR AIR
192.21,0.07,178.7553,35,-61.36,5.26,234.8553,LOW,FURNITURE,OFFICE FURNISHINGS,REGULAR AIR
207.54,0.03,201.3138,50,24.21,1.23,175.8738,HIGH,OFFICE SUPPLIES,PENS & ART SUPPLIES,REGULAR AIR
17.33,0.06,16.2902,4,-16.58,5.0,27.870199999999997,HIGH,OFFICE SUPPLIES,PENS & ART SUPPLIES,REGULAR AIR
92.77,0.06,87.2038,18,-17.91,3.05,102.0638,CRITICAL,FURNITURE,OFFICE FURNISHINGS,REGULAR AIR
130.16,0.0,130.16,18,28.87,2.17,99.11999999999999,CRITICAL,OFFICE SUPPLIES,PAPER,REGULAR AIR
92.53,0.01,91.60470000000001,25,-71.52,4.17,158.9547,LOW,OFFICE SUPPLIES,PENS & ART SUPPLIES,REGULAR AIR
988.6435,0.04,949.09776,17,89.89,4.2,855.00776,LOW,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR
1484.89,0.03,1440.3433,41,220.99,14.72,1204.6333,LOW,OFFICE SUPPLIES,ENVELOPES,REGULAR AIR
244.39,0.08,224.8388,20,114.1,0.5,110.2388,NOT SPECIFIED,OFFICE SUPPLIES,LABELS,REGULAR AIR
1285.37,0.1,1156.8329999999999,42,514.07,1.99,640.7729999999998,CRITICAL,TECHNOLOGY,COMPUTER PERIPHERALS,REGULAR AIR
932.892,0.05,886.2474000000001,30,458.98,0.99,426.27740000000006,LOW,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR
175.35,0.1,157.815,36,-174.18,7.54,324.45500000000004,MEDIUM,OFFICE SUPPLIES,PAPER,REGULAR AIR
590.6,0.0,590.6,25,117.73,8.18,464.69000000000005,MEDIUM,OFFICE SUPPLIES,PAPER,REGULAR AIR
47.12,0.09,42.8792,4,10.8,1.39,30.689199999999996,LOW,OFFICE SUPPLIES,ENVELOPES,EXPRESS AIR
62.89,0.09,57.2299,3,-23.2,9.03,71.3999,LOW,OFFICE SUPPLIES,PAPER,REGULAR AIR
565.01,0.1,508.509,44,-10.33,4.51,514.3290000000001,MEDIUM,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR
125.78,0.02,123.2644,4,8.43,2.99,111.84440000000001,NOT SPECIFIED,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,REGULAR AIR
577.0,0.04,553.92,16,-112.88,19.19,647.6099999999999,NOT SPECIFIED,FURNITURE,CHAIRS & CHAIRMATS,DELIVERY TRUCK
24.53,0.04,23.5488,2,-28.14,5.76,45.9288,NOT SPECIFIED,TECHNOLOGY,OFFICE MACHINES,REGULAR AIR
48.75,0.08,44.85,11,3.5,1.49,39.86,CRITICAL,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,REGULAR AIR
112.6,0.04,108.09599999999999,30,-25.99,1.32,132.766,CRITICAL,OFFICE SUPPLIES,"SCISSORS, RULERS AND TRIMMERS",REGULAR AIR
5977.63,0.1,5379.867,36,-86.68,55.24,5411.307000000001,MEDIUM,OFFICE SUPPLIES,APPLIANCES,DELIVERY TRUCK
620.23,0.06,583.0162,48,115.24,4.98,462.7962,NOT SPECIFIED,FURNITURE,OFFICE FURNISHINGS,EXPRESS AIR
118.66,0.05,112.727,9,32.68,1.49,78.55700000000002,MEDIUM,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,REGULAR AIR
213.74,0.06,200.9156,36,-32.15,3.37,229.6956,MEDIUM,OFFICE SUPPLIES,RUBBER BANDS,REGULAR AIR
1330.73,0.06,1250.8862,13,-450.1,41.64,1659.3462,LOW,FURNITURE,TABLES,DELIVERY TRUCK
156.31,0.06,146.9314,21,-9.81,4.0,152.7414,CRITICAL,FURNITURE,OFFICE FURNISHINGS,EXPRESS AIR
207.42,0.04,199.1232,40,-115.35,5.68,308.79319999999996,MEDIUM,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,REGULAR AIR
1031.18,0.01,1020.8682000000001,48,349.82,5.77,665.2782000000002,MEDIUM,OFFICE SUPPLIES,PAPER,REGULAR AIR
461.4,0.03,447.558,36,36.39,6.2,404.968,NOT SPECIFIED,FURNITURE,OFFICE FURNISHINGS,REGULAR AIR
278.1,0.09,253.07100000000003,10,68.1,2.99,181.98100000000002,MEDIUM,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,REGULAR AIR
85.89,0.08,79.0188,5,-48.88,6.5,121.3988,HIGH,TECHNOLOGY,COMPUTER PERIPHERALS,REGULAR AIR
71.49,0.06,67.2006,3,41.98,11.17,14.050599999999996,NOT SPECIFIED,FURNITURE,OFFICE FURNISHINGS,REGULAR AIR
668.8,0.04,642.048,20,92.34,5.1,544.608,LOW,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR
641.89,0.03,622.6333,37,207.3,1.99,413.34329999999994,HIGH,TECHNOLOGY,COMPUTER PERIPHERALS,REGULAR AIR
24.09,0.04,23.1264,5,-20.23,5.44,37.916399999999996,NOT SPECIFIED,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,REGULAR AIR
173.27,0.02,169.80460000000002,41,51.29,1.3,117.21460000000002,NOT SPECIFIED,OFFICE SUPPLIES,PAPER,REGULAR AIR
601.78,0.05,571.691,44,26.44,4.51,540.741,NOT SPECIFIED,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR
60.67,0.08,55.8164,6,10.29,7.29,38.2364,LOW,FURNITURE,OFFICE FURNISHINGS,REGULAR AIR
170.88,0.01,169.1712,43,-149.09,5.44,312.8212,NOT SPECIFIED,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,REGULAR AIR
6195.87,0.03,6009.9938999999995,32,781.03,19.99,5208.9739,LOW,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR
299.07,0.1,269.163,26,137.47,0.49,131.203,HIGH,OFFICE SUPPLIES,LABELS,REGULAR AIR
2167.05,0.02,2123.7090000000003,36,684.9,3.5,1435.3090000000002,CRITICAL,OFFICE SUPPLIES,APPLIANCES,REGULAR AIR
70.02,0.07,65.1186,10,22.62,0.5,41.998599999999996,CRITICAL,OFFICE SUPPLIES,LABELS,REGULAR AIR
236.17,0.09,214.91469999999998,10,-21.39,15.68,220.62469999999996,MEDIUM,FURNITURE,OFFICE FURNISHINGS,DELIVERY TRUCK
152.31,0.03,147.7407,25,38.08,1.49,108.1707,NOT SPECIFIED,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,REGULAR AIR
3582.79,0.0,3582.79,28,-1177.14,70.2,4689.7300000000005,NOT SPECIFIED,FURNITURE,CHAIRS & CHAIRMATS,DELIVERY TRUCK
149.4,0.06,140.436,23,-126.05,8.49,257.996,HIGH,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,EXPRESS AIR
303.97,0.1,273.57300000000004,28,23.3,5.14,245.13300000000004,MEDIUM,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,REGULAR AIR
434.62,0.08,399.8504,40,-68.98,7.19,461.6404,MEDIUM,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,REGULAR AIR
876.59,0.05,832.7605,46,233.6,5.23,593.9304999999999,HIGH,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,REGULAR AIR
5000.87,0.04,4800.8351999999995,41,-593.23,51.94,5342.1252,HIGH,FURNITURE,TABLES,DELIVERY TRUCK
331.37,0.03,321.4289,36,-172.17,9.86,483.73889999999994,CRITICAL,OFFICE SUPPLIES,PAPER,EXPRESS AIR
78.03,0.05,74.1285,26,0.51,1.05,72.5685,CRITICAL,OFFICE SUPPLIES,PENS & ART SUPPLIES,REGULAR AIR
111.04,0.08,102.1568,40,45.1,0.5,56.5568,MEDIUM,OFFICE SUPPLIES,LABELS,EXPRESS AIR
103.55,0.03,100.4435,15,19.59,1.5,79.3535,NOT SPECIFIED,OFFICE SUPPLIES,PENS & ART SUPPLIES,REGULAR AIR
301.12,0.0,301.12,40,-206.05,8.37,498.8,CRITICAL,OFFICE SUPPLIES,"SCISSORS, RULERS AND TRIMMERS",REGULAR AIR
1876.09,0.02,1838.5682,42,809.74,2.99,1025.8382,MEDIUM,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,REGULAR AIR
145.26,0.05,137.99699999999999,19,-35.75,5.96,167.78699999999998,MEDIUM,OFFICE SUPPLIES,PAPER,REGULAR AIR
871.25,0.06,818.975,38,-14.31,8.99,824.295,MEDIUM,OFFICE SUPPLIES,PENS & ART SUPPLIES,REGULAR AIR
313.85,0.03,304.4345,14,-31.37,8.99,326.8145,CRITICAL,OFFICE SUPPLIES,PENS & ART SUPPLIES,REGULAR AIR
35.68,0.01,35.3232,3,-11.43,5.76,40.9932,MEDIUM,OFFICE SUPPLIES,ENVELOPES,REGULAR AIR
234.76,0.04,225.3696,11,-45.65,8.99,262.02959999999996,MEDIUM,OFFICE SUPPLIES,PENS & ART SUPPLIES,REGULAR AIR
6069.05,0.05,5765.5975,40,1816.71,7.07,3941.8175,HIGH,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR
34.18,0.06,32.1292,9,-5.46,2.2,35.389199999999995,CRITICAL,OFFICE SUPPLIES,PAPER,REGULAR AIR
194.35,0.0,194.35,27,30.88,2.99,160.48,MEDIUM,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,REGULAR AIR
413.83,0.08,380.7236,43,111.74,1.99,266.99359999999996,NOT SPECIFIED,TECHNOLOGY,COMPUTER PERIPHERALS,REGULAR AIR
3339.65,0.01,3306.2535000000003,30,788.51,7.69,2510.0535,NOT SPECIFIED,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR
3601.07,0.04,3457.0272,50,174.8,14.52,3267.7072,HIGH,TECHNOLOGY,COMPUTER PERIPHERALS,REGULAR AIR
537.87,0.05,510.9765,46,-162.24,7.95,665.2665,MEDIUM,OFFICE SUPPLIES,PENS & ART SUPPLIES,REGULAR AIR
468.48,0.07,435.6864,43,-213.49,11.25,637.9264000000001,MEDIUM,OFFICE SUPPLIES,PAPER,EXPRESS AIR
284.14,0.05,269.933,23,-104.18,8.99,365.123,MEDIUM,OFFICE SUPPLIES,PENS & ART SUPPLIES,REGULAR AIR
198.7,0.1,178.82999999999998,32,-62.13,2.74,238.21999999999997,HIGH,TECHNOLOGY,COMPUTER PERIPHERALS,REGULAR AIR
951.33,0.0,951.33,44,-60.66,14.39,997.6,MEDIUM,FURNITURE,OFFICE FURNISHINGS,REGULAR AIR
15.72,0.0,15.72,1,-6.1,4.5,17.32,MEDIUM,OFFICE SUPPLIES,APPLIANCES,REGULAR AIR
201.5945,0.04,193.53072,11,32.31,0.99,160.23072,MEDIUM,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR
313.83,0.08,288.7236,36,56.78,2.99,228.95359999999997,MEDIUM,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,REGULAR AIR
525.4,0.08,483.368,28,126.49,4.1,352.77799999999996,LOW,OFFICE SUPPLIES,PENS & ART SUPPLIES,REGULAR AIR
61.77,0.04,59.299200000000006,37,12.65,0.7,45.949200000000005,LOW,OFFICE SUPPLIES,RUBBER BANDS,EXPRESS AIR
99.65,0.01,98.65350000000001,37,27.0,0.8,70.85350000000001,HIGH,OFFICE SUPPLIES,RUBBER BANDS,REGULAR AIR
14.15,0.1,12.735,10,-1.29,0.7,13.325,MEDIUM,OFFICE SUPPLIES,RUBBER BANDS,REGULAR AIR
2031.98,0.05,1930.381,17,778.6,9.07,1142.7110000000002,HIGH,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,REGULAR AIR
85.74,0.03,83.1678,18,-73.57,6.21,150.5278,HIGH,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,REGULAR AIR
608.21,0.09,553.4711,50,-175.13,4.59,724.0110999999999,HIGH,OFFICE SUPPLIES,"SCISSORS, RULERS AND TRIMMERS",REGULAR AIR
131.94,0.04,126.66239999999999,24,2.32,2.99,121.3524,HIGH,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,REGULAR AIR
528.53,0.05,502.1035,43,-7.24,4.81,504.5335,MEDIUM,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR
720.52,0.1,648.468,44,-36.79,8.51,676.7479999999999,MEDIUM,TECHNOLOGY,OFFICE MACHINES,REGULAR AIR
5975.0495,0.06,5616.54653,47,1417.23,8.99,4190.32653,MEDIUM,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR
3849.17,0.06,3618.2198,46,1982.78,5.01,1630.4297999999997,CRITICAL,OFFICE SUPPLIES,ENVELOPES,REGULAR AIR
1208.35,0.0,1208.35,28,145.54,10.25,1052.56,CRITICAL,TECHNOLOGY,COMPUTER PERIPHERALS,REGULAR AIR
69.97,0.01,69.27029999999999,12,24.25,0.95,44.07029999999999,LOW,OFFICE SUPPLIES,PAPER,REGULAR AIR
925.8,0.01,916.5419999999999,37,30.69,12.98,872.8719999999998,CRITICAL,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,REGULAR AIR
282.48,0.08,259.8816,39,-87.01,6.05,340.84159999999997,CRITICAL,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,EXPRESS AIR
285.84,0.02,280.1232,17,-27.26,10.91,296.47319999999996,HIGH,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,REGULAR AIR
1243.52,0.08,1144.0384,47,360.94,6.93,776.1683999999998,LOW,FURNITURE,OFFICE FURNISHINGS,REGULAR AIR
1932.58,0.1,1739.322,34,356.48,10.84,1372.002,NOT SPECIFIED,FURNITURE,OFFICE FURNISHINGS,REGULAR AIR
601.57,0.09,547.4287,10,-247.25,30.0,764.6787,MEDIUM,FURNITURE,CHAIRS & CHAIRMATS,DELIVERY TRUCK
157.42,0.05,149.54899999999998,9,-18.68,1.99,166.23899999999998,MEDIUM,TECHNOLOGY,COMPUTER PERIPHERALS,REGULAR AIR
299.66,0.08,275.6872,30,-18.25,5.75,288.1872,LOW,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,REGULAR AIR
375.57,0.02,368.0586,7,12.71,16.11,339.2386,HIGH,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,REGULAR AIR
81.97,0.07,76.2321,15,-81.33,8.33,149.2321,HIGH,OFFICE SUPPLIES,PAPER,REGULAR AIR
636.7,0.1,573.0300000000001,27,-29.91,12.98,589.96,HIGH,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,REGULAR AIR
1912.76,0.03,1855.3772,17,71.56,8.64,1775.1771999999999,MEDIUM,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR
142.94,0.03,138.6518,17,-129.56,11.51,256.7018,MEDIUM,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,REGULAR AIR
240.61,0.05,228.57950000000002,35,-133.12,7.91,353.78950000000003,MEDIUM,OFFICE SUPPLIES,PAPER,REGULAR AIR
1591.89,0.02,1560.0522,46,-117.31,7.53,1669.8322,NOT SPECIFIED,TECHNOLOGY,COMPUTER PERIPHERALS,EXPRESS AIR
220.07,0.01,217.86929999999998,44,-158.42,4.93,371.35929999999996,NOT SPECIFIED,TECHNOLOGY,COMPUTER PERIPHERALS,REGULAR AIR
319.39,0.03,309.8083,37,-39.33,3.62,345.51829999999995,HIGH,TECHNOLOGY,COMPUTER PERIPHERALS,REGULAR AIR
2379.3285,0.09,2165.188935,26,284.59,5.92,1874.6789350000001,CRITICAL,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR
4346.98,0.05,4129.630999999999,42,10.22,35.84,4083.5709999999995,MEDIUM,FURNITURE,BOOKCASES,DELIVERY TRUCK
145.76,0.0,145.76,26,5.67,2.99,137.1,LOW,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,REGULAR AIR
9757.48,0.07,9074.4564,36,-96.05,50.0,9120.506399999998,CRITICAL,FURNITURE,CHAIRS & CHAIRMATS,DELIVERY TRUCK
87.91,0.05,83.5145,13,-27.91,5.41,106.0145,LOW,OFFICE SUPPLIES,PAPER,REGULAR AIR
5824.01,0.1,5241.609,41,-288.68,30.0,5500.289000000001,CRITICAL,FURNITURE,CHAIRS & CHAIRMATS,DELIVERY TRUCK
1187.1525,0.03,1151.5379249999999,15,33.19,4.9,1113.4479249999997,HIGH,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR
414.11,0.08,380.9812,49,-172.32,8.29,545.0111999999999,HIGH,OFFICE SUPPLIES,ENVELOPES,REGULAR AIR
48.91,0.01,48.420899999999996,11,-7.04,2.97,52.490899999999996,LOW,OFFICE SUPPLIES,PAPER,REGULAR AIR
2083.0525,0.09,1895.5777749999997,39,354.96,5.99,1534.6277749999997,LOW,TECHNOLOGY,TELEPHONES AND COMMUNICATION,EXPRESS AIR
4799.7885,0.09,4367.807535,39,1231.89,3.9,3132.017535,NOT SPECIFIED,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR
122.42,0.08,112.6264,17,-37.04,6.22,143.4464,LOW,OFFICE SUPPLIES,PAPER,EXPRESS AIR
305.76,0.1,275.18399999999997,31,-22.53,5.75,291.96399999999994,HIGH,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,REGULAR AIR
25.48,0.06,23.9512,3,-26.8,1.99,48.7612,HIGH,TECHNOLOGY,COMPUTER PERIPHERALS,REGULAR AIR
409.97,0.07,381.2721,13,39.36,3.5,338.4121,CRITICAL,OFFICE SUPPLIES,APPLIANCES,REGULAR AIR
1457.78,0.04,1399.4687999999999,28,68.23,19.99,1311.2487999999998,HIGH,TECHNOLOGY,COMPUTER PERIPHERALS,REGULAR AIR
5615.4,0.07,5222.321999999999,46,1807.16,26.3,3388.861999999999,MEDIUM,TECHNOLOGY,OFFICE MACHINES,DELIVERY TRUCK
1692.03,0.1,1522.827,33,574.44,10.75,937.637,LOW,OFFICE SUPPLIES,PAPER,REGULAR AIR
242.284,0.03,235.01548,14,51.75,0.99,182.27548,HIGH,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR
1391.7645,0.08,1280.42334,8,-426.07,8.99,1697.50334,NOT SPECIFIED,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR
233.28,0.04,223.9488,49,112.35,0.5,111.09880000000001,LOW,OFFICE SUPPLIES,LABELS,REGULAR AIR
211.94,0.05,201.343,31,-56.39,5.84,251.89299999999997,MEDIUM,OFFICE SUPPLIES,PAPER,REGULAR AIR
142.88,0.08,131.4496,22,35.37,1.6,94.4796,NOT SPECIFIED,OFFICE SUPPLIES,PAPER,REGULAR AIR
876.01,0.07,814.6893,8,-108.0,8.64,914.0493,MEDIUM,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR
105.94,0.07,98.5242,7,-13.33,7.17,104.68419999999999,CRITICAL,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,REGULAR AIR
1337.08,0.1,1203.3719999999998,29,-953.0,35.0,2121.372,MEDIUM,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR
839.19,0.0,839.19,44,76.38,8.51,754.3000000000001,NOT SPECIFIED,TECHNOLOGY,OFFICE MACHINES,REGULAR AIR
155.89,0.1,140.301,17,50.19,1.39,88.721,LOW,OFFICE SUPPLIES,ENVELOPES,REGULAR AIR
1333.18,0.07,1239.8574,26,120.01,14.19,1105.6574,LOW,FURNITURE,CHAIRS & CHAIRMATS,DELIVERY TRUCK
117.27,0.01,116.09729999999999,19,35.45,0.83,79.81729999999999,LOW,OFFICE SUPPLIES,PENS & ART SUPPLIES,REGULAR AIR
63.02,0.07,58.6086,27,-119.66,5.0,173.2686,LOW,OFFICE SUPPLIES,"SCISSORS, RULERS AND TRIMMERS",REGULAR AIR
3245.73,0.09,2953.6143,32,569.57,13.99,2370.0543000000002,LOW,FURNITURE,OFFICE FURNISHINGS,REGULAR AIR
167.55,0.03,162.5235,44,-223.5,7.5,378.5235,NOT SPECIFIED,OFFICE SUPPLIES,LABELS,REGULAR AIR
254.89,0.09,231.94989999999999,10,-106.58,5.89,332.6399,MEDIUM,TECHNOLOGY,COMPUTER PERIPHERALS,REGULAR AIR
51.23,0.1,46.107,19,-5.29,0.96,50.437,HIGH,OFFICE SUPPLIES,PENS & ART SUPPLIES,REGULAR AIR
470.11,0.08,432.50120000000004,25,91.09,5.97,335.4412,HIGH,OFFICE SUPPLIES,PAPER,REGULAR AIR
10854.83,0.08,9986.4436,43,2039.41,28.06,7918.973600000001,HIGH,TECHNOLOGY,OFFICE MACHINES,DELIVERY TRUCK
195.51,0.03,189.6447,37,95.56,0.49,93.59469999999999,NOT SPECIFIED,OFFICE SUPPLIES,LABELS,EXPRESS AIR
4992.63,0.07,4643.1459,38,44.13,19.99,4579.025900000001,NOT SPECIFIED,OFFICE SUPPLIES,STORAGE & ORGANIZATION,EXPRESS AIR
95.0555,0.1,85.54995,2,-298.17,5.0,378.71995000000004,CRITICAL,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR
67.97,0.06,63.891799999999996,29,-109.94,5.2,168.6318,NOT SPECIFIED,OFFICE SUPPLIES,PENS & ART SUPPLIES,REGULAR AIR
15.6,0.09,14.196,5,1.67,0.78,11.746,CRITICAL,OFFICE SUPPLIES,RUBBER BANDS,EXPRESS AIR
