"ord_id","prod_id","ship_id","vendas","descontos","qtd_unidades","profit","shipping_cost","base_margin","venda_por_unidade","lucro_por_unidade","custo_por_unidade","custo_implicito"
Ord_3670,Prod_4,SHP_5087,1108.366,0.05,20,178.31,2.5,0.55,55.4183,8.9155,0.125,872.1377
Ord_3663,Prod_3,SHP_5078,251.3,0.1,38,-112.72,6.05,0.39,6.613157894736842,-2.966315789473684,0.15921052631578947,332.84000000000003
Ord_3655,Prod_5,SHP_5066,381.69,0.04,8,256.18,6.77,0.44,47.71125,32.0225,0.84625,103.4724
Ord_3686,Prod_8,SHP_5111,672.93,0.0,31,27.85,4.0,0.68,21.70741935483871,0.8983870967741936,0.12903225806451613,641.0799999999999
Ord_3691,Prod_1,SHP_5116,380.28,0.08,30,-20.58,4.51,0.59,12.675999999999998,-0.6859999999999999,0.15033333333333332,365.9276
Ord_3673,Prod_3,SHP_5090,768.41,0.1,12,60.38,19.99,0.4,64.03416666666666,5.031666666666667,1.6658333333333333,611.199
Ord_3675,Prod_7,SHP_5093,125.21,0.01,45,37.99,0.8,0.39,2.7824444444444443,0.8442222222222223,0.017777777777777778,85.1679
Ord_3673,Prod_11,SHP_5091,5238.192,0.08,47,-503.77,46.2,0.69,111.45089361702128,-10.718510638297872,0.9829787234042554,5276.70664
Ord_572,Prod_3,SHP_777,21.64,0.08,3,-13.33,5.01,0.39,7.213333333333334,-4.443333333333333,1.67,28.2288
Ord_524,Prod_6,SHP_709,247.21,0.02,46,-63.72,4.75,0.36,5.374130434782609,-1.3852173913043477,0.10326086956521739,301.23580000000004
Ord_585,Prod_9,SHP_796,184.09,0.07,17,4.79,5.25,0.36,10.828823529411764,0.2817647058823529,0.3088235294117647,161.1637
Ord_524,Prod_4,SHP_710,1541.781,0.07,27,14.35,13.99,0.6,57.103,0.5314814814814814,0.5181481481481481,1405.51633
Ord_4700,Prod_3,SHP_6557,202.42,0.09,38,0.86,2.99,0.38,5.326842105263157,0.02263157894736842,0.0786842105263158,180.35219999999998
Ord_4548,Prod_4,SHP_6329,31.1185,0.05,4,-46.9,5.03,0.6,7.779625,-11.725,1.2575,71.432575
Ord_4548,Prod_4,SHP_6330,4829.4535,0.05,47,1235.15,8.99,0.55,102.75432978723403,26.279787234042555,0.19127659574468087,3343.8408249999998
Ord_790,Prod_5,SHP_1086,690.97,0.03,50,-16.94,8.78,0.43,13.8194,-0.33880000000000005,0.17559999999999998,678.4009000000001
Ord_790,Prod_15,SHP_1085,173.62,0.09,5,-88.64,19.19,0.58,34.724000000000004,-17.728,3.838,227.44420000000002
Ord_783,Prod_6,SHP_1076,246.0,0.1,44,-207.36,7.96,0.36,5.590909090909091,-4.712727272727273,0.1809090909090909,420.8
Ord_726,Prod_4,SHP_991,677.518,0.09,39,168.22,0.99,0.57,17.372256410256412,4.3133333333333335,0.025384615384615384,447.33137999999997
Ord_765,Prod_5,SHP_1046,36.41,0.01,14,-31.45,4.57,0.41,2.6007142857142855,-2.2464285714285714,0.32642857142857146,62.9259
Ord_765,Prod_13,SHP_1045,1081.22,0.08,25,130.8,8.99,0.58,43.2488,5.232,0.35960000000000003,854.9323999999999
Ord_790,Prod_3,SHP_1084,16.47,0.1,8,-6.82,1.49,0.38,2.05875,-0.8525,0.18625,20.153
Ord_820,Prod_6,SHP_1127,843.55,0.08,29,168.76,8.74,0.4,29.087931034482757,5.819310344827586,0.30137931034482757,598.5659999999999
Ord_744,Prod_8,SHP_1014,264.63,0.02,9,-66.78,4.0,0.75,29.403333333333332,-7.42,0.4444444444444444,322.1174
Ord_723,Prod_17,SHP_988,4729.85,0.03,45,2014.82,14.0,0.37,105.10777777777778,44.773777777777774,0.3111111111111111,2559.134500000001
Ord_968,Prod_12,SHP_1338,298.12,0.09,50,137.67,0.5,0.39,5.9624,2.7533999999999996,0.01,133.1192
Ord_782,Prod_5,SHP_1073,668.39,0.07,22,344.61,3.92,0.44,30.381363636363634,15.664090909090909,0.1781818181818182,273.07270000000005
Ord_721,Prod_8,SHP_986,686.27,0.06,17,-345.36,19.99,0.77,40.36882352941176,-20.31529411764706,1.1758823529411764,970.4638
Ord_782,Prod_17,SHP_1074,4657.35,0.05,16,322.66,18.06,0.6,291.084375,20.16625,1.12875,4083.7625
Ord_984,Prod_2,SHP_1358,154.85,0.05,38,-136.55,5.13,0.59,4.075,-3.5934210526315793,0.135,278.52750000000003
Ord_999,Prod_15,SHP_1383,5661.08,0.0,33,1055.47,30.0,0.62,171.54787878787877,31.983939393939394,0.9090909090909091,4575.61
Ord_984,Prod_4,SHP_1358,4941.7725,0.1,32,704.89,8.99,0.6,154.430390625,22.0278125,0.2809375,3733.7152500000007
Ord_1002,Prod_15,SHP_1386,1756.46,0.01,15,-101.19,30.0,0.69,117.09733333333334,-6.7459999999999996,2.0,1810.0854000000002
Ord_2923,Prod_7,SHP_4040,92.25,0.07,48,-104.8,2.58,0.82,1.921875,-2.183333333333333,0.05375,188.0125
Ord_820,Prod_4,SHP_4037,1836.187,0.06,39,-139.84,5.0,0.83,47.081717948717944,-3.5856410256410256,0.1282051282051282,1860.8557799999999
Ord_820,Prod_11,SHP_4036,7227.42,0.09,48,-385.0,60.0,0.55,150.57125,-8.020833333333334,1.25,6901.9522
Ord_2949,Prod_10,SHP_4068,1357.44,0.09,20,-102.3,26.85,,67.872,-5.115,1.3425,1310.7204000000002
Ord_744,Prod_2,SHP_3956,368.99,0.09,48,-305.91,9.23,0.58,7.687291666666667,-6.373125000000001,0.19229166666666667,632.4609
Ord_2032,Prod_3,SHP_6414,68.5,0.01,11,-53.85,7.57,0.36,6.2272727272727275,-4.8954545454545455,0.6881818181818182,114.095
Ord_2032,Prod_13,SHP_6415,145.19,0.05,44,-116.87,3.97,0.56,3.2997727272727273,-2.6561363636363637,0.09022727272727273,250.8305
Ord_2032,Prod_13,SHP_2778,64.11,0.09,24,-4.09,0.97,0.59,2.67125,-0.17041666666666666,0.04041666666666666,61.4601
Ord_1972,Prod_1,SHP_2696,1769.9,0.05,18,-468.89,35.0,,98.32777777777778,-26.049444444444443,1.9444444444444444,2115.295
Ord_1932,Prod_13,SHP_2648,336.48,0.09,14,5.56,5.37,0.56,24.034285714285716,0.39714285714285713,0.38357142857142856,295.2668
Ord_1932,Prod_4,SHP_2648,462.366,0.1,27,-120.05,3.3,0.81,17.124666666666666,-4.446296296296296,0.12222222222222222,532.8793999999999
Ord_1972,Prod_6,SHP_2696,802.46,0.08,42,192.88,5.97,0.38,19.106190476190477,4.592380952380952,0.14214285714285713,539.4132
Ord_4377,Prod_13,SHP_6100,79.58,0.06,2,-38.28,4.27,0.46,39.79,-19.14,2.135,108.8152
Ord_3682,Prod_8,SHP_5107,86.3,0.0,16,-68.67,4.93,0.66,5.39375,-4.291875,0.308125,150.04000000000002
Ord_3682,Prod_1,SHP_5106,364.69,0.06,22,-22.4,6.25,0.58,16.576818181818183,-1.018181818181818,0.2840909090909091,358.9586
Ord_4703,Prod_5,SHP_6561,181.15,0.06,35,-46.68,3.96,0.54,5.175714285714286,-1.3337142857142856,0.11314285714285714,213.001
Ord_4761,Prod_3,SHP_6640,783.48,0.01,34,-73.4,15.1,0.38,23.043529411764705,-2.158823529411765,0.4441176470588235,833.9452
Ord_1936,Prod_2,SHP_2653,2869.44,0.08,50,840.55,3.99,0.57,57.3888,16.811,0.07980000000000001,1795.3448
Ord_2043,Prod_5,SHP_2794,873.82,0.1,20,244.45,4.8,0.68,43.691,12.2225,0.24,537.1880000000001
Ord_1911,Prod_13,SHP_2618,87.32,0.08,31,-1.18,0.96,0.58,2.8167741935483868,-0.03806451612903226,0.03096774193548387,80.5544
Ord_1926,Prod_5,SHP_2638,742.05,0.05,50,-337.98,13.56,0.58,14.841,-6.759600000000001,0.2712,1029.3675
Ord_2974,Prod_4,SHP_4103,1942.1735,0.0,19,400.82,2.5,0.55,102.21965789473684,21.09578947368421,0.13157894736842105,1538.8535000000002
Ord_1936,Prod_4,SHP_3147,2172.702,0.01,21,481.74,2.5,0.57,103.46200000000002,22.94,0.11904761904761904,1666.7349800000004
Ord_2043,Prod_1,SHP_3160,130.43,0.03,9,-8.7,4.51,0.59,14.492222222222223,-0.9666666666666666,0.5011111111111111,130.7071
Ord_3695,Prod_7,SHP_5121,43.46,0.0,27,6.81,0.7,0.37,1.6096296296296297,0.2522222222222222,0.025925925925925925,35.949999999999996
Ord_3683,Prod_1,SHP_5108,12723.95,0.08,47,11.54,35.0,0.8,270.7223404255319,0.245531914893617,0.7446808510638298,11659.494
Ord_3677,Prod_5,SHP_5096,169.4,0.1,19,-59.64,7.29,0.45,8.91578947368421,-3.1389473684210527,0.3836842105263158,204.81
Ord_958,Prod_5,SHP_1326,284.58,0.03,37,33.81,4.0,0.42,7.691351351351351,0.9137837837837839,0.10810810810810811,238.2326
Ord_958,Prod_6,SHP_1327,1010.26,0.01,9,271.5,19.99,0.37,112.25111111111111,30.166666666666668,2.221111111111111,708.6673999999999
Ord_1030,Prod_1,SHP_1423,834.81,0.03,22,1.98,12.9,0.57,37.94590909090909,0.09,0.5863636363636364,794.8856999999999
Ord_1001,Prod_5,SHP_1385,1981.26,0.07,49,100.8,8.66,0.76,40.43387755102041,2.057142857142857,0.17673469387755103,1733.1118
Ord_1070,Prod_6,SHP_1479,794.32,0.08,20,67.61,17.48,0.36,39.716,3.3805,0.874,645.6844
Ord_1043,Prod_9,SHP_1440,260.39,0.09,15,-48.57,12.39,0.35,17.359333333333332,-3.238,0.8260000000000001,273.13489999999996
Ord_1100,Prod_2,SHP_1517,1553.66,0.03,28,547.48,0.99,0.57,55.487857142857145,19.552857142857142,0.03535714285714286,958.5802000000001
Ord_1100,Prod_4,SHP_1517,3276.9965,0.0,30,653.06,8.99,0.59,109.23321666666668,21.768666666666665,0.2996666666666667,2614.9465000000005
Ord_3896,Prod_4,SHP_5403,2762.857,0.03,27,722.24,4.23,0.56,102.32803703703703,26.74962962962963,0.15666666666666668,1953.50129
Ord_3843,Prod_2,SHP_5329,2510.71,0.01,50,3.6,19.99,0.57,50.2142,0.07200000000000001,0.3998,2462.0129
Ord_3836,Prod_2,SHP_5320,236.31,0.04,18,-2.24,4.98,0.58,13.128333333333334,-0.12444444444444445,0.27666666666666667,224.1176
Ord_3896,Prod_13,SHP_5403,423.15,0.05,25,-47.28,7.78,0.57,16.926,-1.8912,0.31120000000000003,441.49249999999995
Ord_3836,Prod_5,SHP_5319,180.27,0.01,34,-59.71,5.32,0.41,5.302058823529412,-1.7561764705882352,0.15647058823529414,232.85730000000004
Ord_3836,Prod_1,SHP_5319,626.96,0.0,39,-35.92,7.69,0.57,16.07589743589744,-0.9210256410256411,0.1971794871794872,655.1899999999999
Ord_3896,Prod_5,SHP_5402,5294.48,0.03,47,1521.31,5.81,0.65,112.64851063829786,32.36829787234043,0.12361702127659574,3608.5255999999995
Ord_3837,Prod_13,SHP_5321,263.63,0.03,22,48.86,2.36,0.55,11.983181818181817,2.2209090909090907,0.10727272727272727,204.5011
Ord_3859,Prod_13,SHP_5350,116.69,0.02,16,11.69,2.35,0.47,7.293125,0.730625,0.146875,100.31620000000001
Ord_3862,Prod_3,SHP_5353,149.64,0.05,9,13.77,5.08,0.36,16.626666666666665,1.53,0.5644444444444444,123.30799999999998
Ord_2558,Prod_9,SHP_3500,1287.94,0.06,37,140.35,14.72,0.4,34.80918918918919,3.7932432432432432,0.3978378378378379,1055.5936000000002
Ord_2353,Prod_5,SHP_3232,389.52,0.05,18,116.37,6.68,0.53,21.64,6.465,0.3711111111111111,246.99399999999997
Ord_2360,Prod_8,SHP_3241,5618.4,0.1,32,1314.12,19.99,0.48,175.575,41.06625,0.6246875,3722.45
Ord_2479,Prod_8,SHP_3396,1393.39,0.08,15,84.15,7.18,0.46,92.89266666666667,5.61,0.47866666666666663,1190.5888
Ord_2568,Prod_13,SHP_3517,1206.15,0.03,45,304.2,4.08,0.57,26.803333333333335,6.76,0.09066666666666667,861.6855
Ord_2468,Prod_4,SHP_3381,5163.0105,0.07,48,1448.33,8.08,0.57,107.56271875,30.173541666666665,0.16833333333333333,3345.189765
Ord_2353,Prod_5,SHP_3231,510.56,0.05,50,-29.4,5.16,0.57,10.2112,-0.588,0.1032,509.27199999999993
Ord_2558,Prod_9,SHP_3501,585.36,0.07,39,269.26,1.39,0.38,15.00923076923077,6.904102564102564,0.035641025641025635,273.73480000000006
Ord_2479,Prod_5,SHP_3396,601.52,0.0,42,171.98,4.95,0.37,14.321904761904761,4.094761904761905,0.11785714285714285,424.5899999999999
Ord_2485,Prod_5,SHP_3404,115.17,0.04,4,40.93,15.68,0.62,28.7925,10.2325,3.92,53.95319999999999
Ord_2360,Prod_8,SHP_3241,670.39,0.03,25,-82.26,4.0,0.75,26.8156,-3.2904,0.16,728.5382999999999
Ord_2468,Prod_9,SHP_3381,230.41,0.06,23,94.39,1.39,0.37,10.017826086956521,4.1039130434782605,0.06043478260869565,120.8054
Ord_2485,Prod_5,SHP_3403,96.52,0.1,9,16.78,5.16,0.57,10.724444444444444,1.8644444444444446,0.5733333333333334,64.928
Ord_2360,Prod_1,SHP_3242,5450.6,0.1,42,10.86,19.99,0.73,129.7761904761905,0.25857142857142856,0.4759523809523809,4874.6900000000005
Ord_2361,Prod_6,SHP_3243,441.58,0.07,15,117.39,5.09,0.4,29.438666666666666,7.826,0.3393333333333333,288.18940000000003
Ord_2397,Prod_1,SHP_3288,310.46,0.0,31,-182.52,9.45,0.6,10.014838709677418,-5.887741935483871,0.30483870967741933,483.53
Ord_977,Prod_17,SHP_1347,4610.35,0.08,33,751.58,17.85,0.56,139.70757575757577,22.775151515151517,0.540909090909091,3472.0919999999996
Ord_945,Prod_12,SHP_1307,239.75,0.09,41,105.91,0.5,0.39,5.847560975609756,2.583170731707317,0.012195121951219513,111.76250000000002
Ord_945,Prod_6,SHP_1308,150.2,0.0,30,62.46,0.8,0.36,5.006666666666666,2.082,0.02666666666666667,86.93999999999997
Ord_945,Prod_15,SHP_1306,6244.18,0.09,42,470.3,30.0,0.62,148.6709523809524,11.197619047619048,0.7142857142857143,5181.9038
Ord_977,Prod_1,SHP_1349,181.49,0.1,14,-29.54,5.5,0.57,12.963571428571429,-2.11,0.39285714285714285,187.381
Ord_942,Prod_15,SHP_1303,2266.7,0.07,12,180.8,23.76,0.58,188.89166666666665,15.066666666666668,1.9800000000000002,1903.4709999999998
Ord_976,Prod_6,SHP_1346,2332.23,0.02,46,1085.93,7.23,0.37,50.70065217391304,23.60717391304348,0.15717391304347827,1192.4253999999999
Ord_977,Prod_15,SHP_1348,610.07,0.07,18,-157.56,19.19,0.58,33.89277777777778,-8.753333333333334,1.0661111111111112,705.7350999999999
Ord_960,Prod_5,SHP_1329,651.9,0.16,49,-74.51,6.85,0.54,13.30408163265306,-1.5206122448979593,0.13979591836734692,615.256
Ord_839,Prod_11,SHP_1361,12689.87,0.04,44,-169.23,154.12,0.76,288.4061363636364,-3.8461363636363632,3.502727272727273,12197.385199999999
Ord_876,Prod_5,SHP_1204,586.11,0.11,43,98.44,4.98,0.48,13.63046511627907,2.2893023255813953,0.1158139534883721,418.21790000000004
Ord_894,Prod_8,SHP_1229,1880.8,0.07,47,775.88,1.99,0.44,40.01702127659574,16.50808510638298,0.042340425531914895,971.274
Ord_922,Prod_12,SHP_1276,82.97,0.04,20,32.5,0.5,0.39,4.1485,1.625,0.025,46.6512
Ord_499,Prod_1,SHP_673,543.72,0.05,35,-211.13,11.25,0.6,15.534857142857144,-6.032285714285714,0.32142857142857145,716.414
Ord_500,Prod_4,SHP_675,2021.147,0.01,11,-60.39,5.99,0.59,183.74063636363636,-5.49,0.5445454545454546,2055.33553
Ord_499,Prod_13,SHP_672,1000.78,0.05,29,109.33,8.99,0.56,34.509655172413794,3.77,0.31,832.4209999999999
Ord_509,Prod_5,SHP_687,409.08,0.1,25,78.86,5.03,0.54,16.3632,3.1544,0.20120000000000002,284.282
Ord_516,Prod_1,SHP_695,384.9,0.07,27,-108.28,9.37,0.56,14.255555555555555,-4.010370370370371,0.34703703703703703,456.86699999999996
Ord_500,Prod_8,SHP_674,165.75,0.03,6,-28.46,1.99,0.4,27.625,-4.743333333333333,0.33166666666666667,187.2475
Ord_507,Prod_2,SHP_684,1042.25,0.08,8,195.16,0.99,0.55,130.28125,24.395,0.12375,762.72
Ord_507,Prod_4,SHP_685,5010.7415,0.03,29,1196.37,4.2,0.59,172.7841896551724,41.25413793103448,0.14482758620689656,3659.849255
Ord_1614,Prod_2,SHP_2230,37.73,0.06,4,-13.72,3.5,0.58,9.4325,-3.43,0.875,45.6862
Ord_1653,Prod_8,SHP_2282,3421.88,0.0,44,443.52,4.0,0.77,77.77,10.08,0.09090909090909091,2974.36
Ord_1614,Prod_8,SHP_2231,519.69,0.02,5,-122.09,7.18,0.4,103.93800000000002,-24.418,1.436,624.2062000000001
Ord_2076,Prod_8,SHP_2840,534.96,0.08,30,-26.72,3.17,0.69,17.832,-0.8906666666666666,0.10566666666666666,515.7132
Ord_2177,Prod_14,SHP_2966,3960.99,0.09,20,631.33,24.49,0.46,198.0495,31.5665,1.2245,2948.6809000000003
Ord_2082,Prod_12,SHP_2846,159.26,0.01,41,73.89,0.5,0.38,3.884390243902439,1.8021951219512196,0.012195121951219513,83.27739999999999
Ord_2093,Prod_2,SHP_2863,40.23,0.05,4,-30.26,9.23,0.58,10.0575,-7.565,2.3075,59.2485
Ord_2125,Prod_13,SHP_2901,203.55,0.03,21,38.6,2.25,0.52,9.692857142857143,1.8380952380952382,0.10714285714285714,156.5935
Ord_2103,Prod_1,SHP_2878,872.48,0.08,9,-342.91,35.0,,96.94222222222223,-38.101111111111116,3.888888888888889,1110.5916
Ord_1614,Prod_4,SHP_2971,4159.628,0.05,50,1332.91,4.9,0.56,83.19256,26.6582,0.098,2613.8365999999996
Ord_1614,Prod_13,SHP_2970,111.83,0.0,36,19.36,0.7,0.58,3.1063888888888886,0.5377777777777778,0.019444444444444445,91.77
Ord_2125,Prod_3,SHP_4943,273.89,0.05,38,-160.4,7.72,0.38,7.207631578947368,-4.221052631578948,0.2031578947368421,412.8755
Ord_3596,Prod_6,SHP_4979,286.75,0.06,41,98.44,1.6,0.38,6.9939024390243905,2.4009756097560975,0.03902439024390244,169.505
Ord_3607,Prod_3,SHP_4992,1334.05,0.06,43,581.77,2.99,0.35,31.02441860465116,13.52953488372093,0.06953488372093024,669.2470000000001
Ord_3607,Prod_10,SHP_4993,6552.86,0.07,50,-692.82,32.18,0.78,131.0572,-13.8564,0.6436,6754.799799999999
Ord_2177,Prod_5,SHP_5012,750.14,0.02,40,93.68,8.99,0.47,18.7535,2.342,0.22475,632.4672
Ord_3596,Prod_2,SHP_4978,505.01,0.06,44,-43.52,4.98,0.58,11.4775,-0.9890909090909091,0.11318181818181819,513.2494
Ord_2736,Prod_13,SHP_3752,36.91,0.07,10,-27.72,3.97,0.56,3.691,-2.772,0.397,58.076299999999996
Ord_2821,Prod_5,SHP_3883,1360.82,0.06,28,385.03,10.25,0.57,48.60071428571428,13.751071428571427,0.36607142857142855,883.8907999999999
Ord_2736,Prod_8,SHP_3753,2155.84,0.02,8,-267.63,11.25,0.51,269.48,-33.45375,1.40625,2369.1032000000005
Ord_2750,Prod_10,SHP_3773,3640.83,0.0,35,-6.8,35.84,0.62,104.02371428571428,-0.19428571428571428,1.024,3611.79
Ord_2669,Prod_13,SHP_3655,195.21,0.07,29,16.4,2.35,0.47,6.731379310344828,0.5655172413793103,0.0810344827586207,162.7953
Ord_2690,Prod_5,SHP_3683,606.98,0.05,43,21.08,6.85,0.54,14.115813953488372,0.49023255813953487,0.15930232558139534,548.7009999999999
Ord_2750,Prod_8,SHP_3774,225.94,0.09,50,-89.13,2.39,0.72,4.5188,-1.7826,0.0478,292.34540000000004
Ord_2690,Prod_6,SHP_3683,301.62,0.09,48,-162.54,6.92,0.37,6.28375,-3.38625,0.14416666666666667,430.0942
Ord_2736,Prod_6,SHP_3754,175.27,0.01,26,-33.67,5.14,0.37,6.741153846153846,-1.2950000000000002,0.19769230769230767,202.0473
Ord_2640,Prod_8,SHP_3611,2911.64,0.02,37,225.28,14.52,0.65,78.69297297297297,6.088648648648649,0.3924324324324324,2613.6071999999995
Ord_1601,Prod_5,SHP_2213,271.27,0.05,7,71.31,13.99,0.67,38.75285714285714,10.187142857142858,1.9985714285714287,172.4065
Ord_1436,Prod_6,SHP_1987,155.17,0.08,17,2.12,4.39,0.38,9.127647058823529,0.12470588235294118,0.25823529411764706,136.2464
Ord_1468,Prod_6,SHP_2029,257.46,0.09,37,-18.66,4.23,0.39,6.958378378378378,-0.5043243243243243,0.11432432432432434,248.71859999999998
Ord_3382,Prod_5,SHP_4689,123.92,0.09,9,45.83,5.3,0.46,13.768888888888888,5.092222222222222,0.5888888888888889,61.63720000000001
Ord_1714,Prod_6,SHP_4569,319.96,0.01,43,123.15,1.6,0.38,7.440930232558139,2.863953488372093,0.037209302325581395,192.01039999999998
Ord_3445,Prod_6,SHP_4775,69.97,0.01,12,24.25,0.95,0.36,5.8308333333333335,2.0208333333333335,0.07916666666666666,44.07029999999999
Ord_1714,Prod_3,SHP_2372,222.2,0.03,9,-40.25,15.1,0.38,24.688888888888886,-4.472222222222222,1.6777777777777778,240.684
Ord_1714,Prod_3,SHP_2373,39.9,0.02,5,-37.8,9.92,0.38,7.9799999999999995,-7.56,1.984,66.982
Ord_5094,Prod_5,SHP_7114,306.77,0.03,47,-102.06,5.22,0.6,6.527021276595744,-2.1714893617021276,0.11106382978723403,394.40689999999995
Ord_5096,Prod_4,SHP_7117,2445.212,0.02,18,275.77,8.99,0.58,135.84511111111112,15.320555555555554,0.49944444444444447,2111.5477600000004
Ord_5131,Prod_6,SHP_7169,173.78,0.06,26,-96.26,7.49,0.37,6.6838461538461535,-3.7023076923076923,0.28807692307692306,252.1232
Ord_5092,Prod_8,SHP_7109,440.6,0.07,12,2.97,1.99,0.54,36.71666666666667,0.24750000000000003,0.16583333333333333,404.798
Ord_5104,Prod_16,SHP_7128,147.71,0.0,39,-30.25,1.32,0.83,3.7874358974358975,-0.7756410256410257,0.033846153846153845,176.64000000000001
Ord_5104,Prod_12,SHP_7127,56.41,0.02,18,11.92,0.99,0.37,3.1338888888888885,0.6622222222222223,0.055,42.37179999999999
Ord_5119,Prod_17,SHP_7152,4648.52,0.1,50,1676.7,14.0,0.37,92.97040000000001,33.534,0.28,2492.9680000000008
Ord_5122,Prod_9,SHP_7158,148.12,0.08,26,-51.62,5.3,0.35,5.696923076923077,-1.9853846153846153,0.20384615384615384,182.5904
Ord_5096,Prod_4,SHP_7118,1032.0275,0.07,14,97.4,0.99,0.55,73.71624999999999,6.957142857142857,0.07071428571428572,861.3955749999999
Ord_5104,Prod_8,SHP_7127,1678.34,0.05,39,670.11,1.99,0.44,43.03435897435897,17.182307692307692,0.05102564102564103,922.323
Ord_5092,Prod_12,SHP_7110,109.9,0.09,37,48.52,0.5,0.39,2.9702702702702704,1.3113513513513515,0.013513513513513514,50.989
Ord_5092,Prod_1,SHP_7111,315.29,0.0,13,-361.82,35.0,0.84,24.253076923076925,-27.83230769230769,2.6923076923076925,642.11
Ord_5120,Prod_15,SHP_7153,3537.84,0.0,33,-80.86,42.0,0.61,107.20727272727274,-2.45030303030303,1.2727272727272727,3576.7000000000003
Ord_5120,Prod_1,SHP_7154,2221.2,0.01,43,-1127.22,35.0,0.83,51.65581395348837,-26.214418604651165,0.813953488372093,3291.2079999999996
Ord_5096,Prod_6,SHP_7116,260.77,0.01,31,-8.75,4.82,0.4,8.411935483870968,-0.28225806451612906,0.15548387096774194,262.09229999999997
Ord_5131,Prod_7,SHP_7170,41.18,0.07,22,-0.64,0.79,0.5,1.8718181818181818,-0.02909090909090909,0.03590909090909091,38.1474
Ord_5089,Prod_6,SHP_7106,88.38,0.06,13,-64.95,8.4,0.37,6.798461538461538,-4.996153846153846,0.6461538461538462,139.6272
Ord_2948,Prod_6,SHP_4067,277.35,0.02,41,-103.28,6.57,0.37,6.764634146341464,-2.5190243902439025,0.1602439024390244,368.51300000000003
Ord_2847,Prod_3,SHP_3918,258.61,0.07,29,-15.96,5.6,0.36,8.917586206896551,-0.550344827586207,0.19310344827586207,250.86730000000003
Ord_2918,Prod_7,SHP_4030,156.95,0.1,45,-32.52,0.94,0.83,3.4877777777777776,-0.7226666666666668,0.020888888888888887,172.835
Ord_2843,Prod_3,SHP_3912,16.08,0.04,4,-3.75,1.49,0.38,4.02,-0.9375,0.3725,17.696799999999996
Ord_2948,Prod_17,SHP_4067,399.64,0.04,22,-15.42,8.51,0.4,18.165454545454544,-0.7009090909090909,0.3868181818181818,390.56440000000003
Ord_2918,Prod_3,SHP_4029,324.2,0.02,44,-89.75,6.05,0.39,7.368181818181818,-2.039772727272727,0.13749999999999998,401.416
Ord_2883,Prod_4,SHP_3977,2044.2755,0.1,40,334.53,5.63,0.56,51.1068875,8.363249999999999,0.14075,1499.6879499999998
Ord_1844,Prod_3,SHP_2538,36.46,0.1,4,-7.41,2.99,0.39,9.115,-1.8525,0.7475,37.233999999999995
Ord_1844,Prod_13,SHP_2538,47.4,0.03,18,-63.03,5.2,0.41,2.6333333333333333,-3.501666666666667,0.2888888888888889,103.80799999999999
Ord_1844,Prod_2,SHP_2538,773.83,0.06,19,146.79,5.33,0.57,40.72789473684211,7.72578947368421,0.2805263157894737,575.2802
Ord_1979,Prod_6,SHP_2705,76.04,0.04,12,-47.55,7.15,0.36,6.336666666666667,-3.9625,0.5958333333333333,113.3984
Ord_1979,Prod_6,SHP_2705,225.4,0.08,35,-165.48,8.4,0.37,6.44,-4.728,0.24000000000000002,364.448
Ord_4340,Prod_11,SHP_6051,11278.18,0.01,48,1836.81,32.48,0.68,234.96208333333334,38.266875,0.6766666666666666,9296.1082
Ord_4401,Prod_13,SHP_6135,485.16,0.1,15,-9.32,8.99,0.56,32.344,-0.6213333333333334,0.5993333333333334,436.974
Ord_4590,Prod_6,SHP_6385,292.95,0.06,13,60.36,5.47,0.39,22.534615384615385,4.643076923076923,0.42076923076923073,209.54299999999995
Ord_4355,Prod_6,SHP_6072,62.88,0.09,3,-24.74,9.54,0.37,20.96,-8.246666666666666,3.1799999999999997,72.4208
Ord_4401,Prod_15,SHP_6134,3491.71,0.04,35,-1216.64,74.35,0.57,99.76314285714285,-34.76114285714286,2.124285714285714,4494.3316
Ord_4590,Prod_9,SHP_6385,3212.97,0.03,37,1125.42,19.99,0.38,86.83702702702702,30.416756756756758,0.5402702702702702,1971.1709
Ord_4340,Prod_17,SHP_6049,90.56,0.03,6,-37.58,7.51,0.39,15.093333333333334,-6.263333333333333,1.2516666666666667,117.91319999999999
Ord_4340,Prod_13,SHP_6050,1634.9,0.01,42,502.42,2.9,0.59,38.92619047619048,11.962380952380952,0.06904761904761905,1113.231
Ord_3238,Prod_4,SHP_4490,3681.7495,0.01,43,1196.44,4.9,0.56,85.62208139534883,27.824186046511628,0.11395348837209303,2443.592005
Ord_3233,Prod_1,SHP_4484,384.74,0.01,27,2.69,5.5,0.57,14.24962962962963,0.09962962962962962,0.2037037037037037,372.7026
Ord_3314,Prod_13,SHP_4598,34.16,0.09,17,-2.29,0.7,0.57,2.0094117647058822,-0.13470588235294118,0.041176470588235294,32.675599999999996
Ord_3283,Prod_3,SHP_4557,51.03,0.09,7,-21.38,5.48,0.37,7.29,-3.0542857142857143,0.7828571428571429,62.3373
Ord_3404,Prod_8,SHP_4719,85.89,0.08,5,-48.88,6.5,0.48,17.178,-9.776,1.3,121.3988
Ord_5059,Prod_8,SHP_7061,714.46,0.07,47,-268.65,8.99,0.64,15.201276595744682,-5.715957446808511,0.19127659574468087,924.1078
