"ship_id","modo_entrega","data_pedido"
SHP_3530,EXPRESS AIR,2010-10-01
SHP_3531,DELIVERY TRUCK,2011-04-30
SHP_3532,REGULAR AIR,2010-01-28
SHP_3533,REGULAR AIR,2011-01-06
SHP_3534,REGULAR AIR,2011-01-04
SHP_3535,REGULAR AIR,2009-09-21
SHP_3536,DELIVERY TRUCK,2011-05-21
SHP_3537,REGULAR AIR,2011-09-19
SHP_3538,REGULAR AIR,2010-10-15
SHP_3539,REGULAR AIR,2009-05-09
SHP_3540,DELIVERY TRUCK,2009-03-15
SHP_3541,REGULAR AIR,2010-11-29
SHP_3542,REGULAR AIR,2010-01-15
SHP_3543,REGULAR AIR,2010-08-21
SHP_3544,REGULAR AIR,2012-09-05
SHP_3545,REGULAR AIR,2012-09-06
SHP_3546,REGULAR AIR,2009-04-04
SHP_3547,EXPRESS AIR,2009-04-04
SHP_3548,REGULAR AIR,2012-02-06
SHP_3549,REGULAR AIR,2012-09-17
SHP_3550,REGULAR AIR,2012-09-15
SHP_3551,REGULAR AIR,2011-10-04
SHP_3552,DELIVERY TRUCK,2010-12-09
SHP_3553,DELIVERY TRUCK,2010-12-08
SHP_3554,REGULAR AIR,2011-01-04
SHP_3555,REGULAR AIR,2009-01-08
SHP_3556,DELIVERY TRUCK,2011-10-23
SHP_3557,DELIVERY TRUCK,2011-10-29
SHP_3558,DELIVERY TRUCK,2011-12-24
SHP_3559,REGULAR AIR,2009-05-09
SHP_3560,REGULAR AIR,2010-05-27
SHP_3561,REGULAR AIR,2011-02-13
SHP_3562,REGULAR AIR,2011-08-13
SHP_3563,REGULAR AIR,2010-10-09
SHP_3564,REGULAR AIR,2009-11-17
SHP_3565,REGULAR AIR,2009-11-26
SHP_3566,EXPRESS AIR,2011-06-05
SHP_3567,REGULAR AIR,2012-02-09
SHP_3568,EXPRESS AIR,2011-09-07
SHP_3569,REGULAR AIR,2011-01-31
SHP_3570,REGULAR AIR,2010-03-09
SHP_3571,REGULAR AIR,2010-03-04
SHP_3572,REGULAR AIR,2010-03-03
SHP_3573,REGULAR AIR,2009-10-13
SHP_3574,REGULAR AIR,2010-06-27
SHP_3575,EXPRESS AIR,2012-05-06
SHP_3576,REGULAR AIR,2012-05-11
SHP_3577,REGULAR AIR,2012-05-06
SHP_3578,REGULAR AIR,2011-01-19
SHP_3579,REGULAR AIR,2012-04-01
SHP_3580,DELIVERY TRUCK,2012-02-11
SHP_3581,REGULAR AIR,2012-07-22
SHP_3582,DELIVERY TRUCK,2012-08-01
SHP_3583,REGULAR AIR,2012-09-11
SHP_3584,REGULAR AIR,2012-09-09
SHP_3585,EXPRESS AIR,2011-05-13
SHP_3586,DELIVERY TRUCK,2009-07-08
SHP_3587,DELIVERY TRUCK,2009-05-29
SHP_3588,REGULAR AIR,2009-05-28
SHP_3589,REGULAR AIR,2010-04-24
SHP_3590,REGULAR AIR,2010-03-08
SHP_3591,REGULAR AIR,2010-03-10
SHP_3592,REGULAR AIR,2010-11-08
SHP_3593,REGULAR AIR,2010-01-31
SHP_3594,REGULAR AIR,2010-01-10
SHP_3595,REGULAR AIR,2011-10-02
SHP_3596,REGULAR AIR,2009-10-21
SHP_3597,REGULAR AIR,2011-08-18
SHP_3598,REGULAR AIR,2010-01-05
SHP_3599,EXPRESS AIR,2010-01-07
SHP_3600,REGULAR AIR,2010-05-02
SHP_3601,REGULAR AIR,2010-11-10
SHP_3602,REGULAR AIR,2009-01-29
SHP_3603,REGULAR AIR,2009-01-30
SHP_3604,REGULAR AIR,2010-03-22
SHP_3605,REGULAR AIR,2012-05-11
SHP_3606,REGULAR AIR,2009-03-19
SHP_3607,DELIVERY TRUCK,2012-06-17
SHP_3608,REGULAR AIR,2012-06-17
SHP_3609,REGULAR AIR,2009-01-21
SHP_3610,REGULAR AIR,2012-07-22
SHP_3611,REGULAR AIR,2010-09-27
SHP_3612,REGULAR AIR,2009-08-27
SHP_3613,DELIVERY TRUCK,2012-07-12
SHP_3614,REGULAR AIR,2012-07-14
SHP_3615,REGULAR AIR,2010-09-12
SHP_3616,REGULAR AIR,2010-07-29
SHP_3617,DELIVERY TRUCK,2010-07-29
SHP_3618,REGULAR AIR,2011-02-13
SHP_3619,REGULAR AIR,2010-04-17
SHP_3620,REGULAR AIR,2011-05-01
SHP_3621,REGULAR AIR,2011-05-02
SHP_3622,REGULAR AIR,2012-05-05
SHP_3623,REGULAR AIR,2009-02-03
SHP_3624,REGULAR AIR,2011-12-23
SHP_3625,EXPRESS AIR,2011-12-23
SHP_3626,EXPRESS AIR,2009-09-03
SHP_3627,REGULAR AIR,2009-09-02
SHP_3628,REGULAR AIR,2012-05-27
SHP_3629,DELIVERY TRUCK,2012-05-27
SHP_3630,REGULAR AIR,2011-03-06
SHP_3631,REGULAR AIR,2010-04-21
SHP_3632,DELIVERY TRUCK,2011-07-30
SHP_3633,DELIVERY TRUCK,2012-10-29
SHP_3634,REGULAR AIR,2012-10-31
SHP_3635,EXPRESS AIR,2012-10-16
SHP_3636,REGULAR AIR,2012-12-10
SHP_3637,REGULAR AIR,2012-12-13
SHP_3638,REGULAR AIR,2012-05-10
SHP_3639,REGULAR AIR,2012-05-06
SHP_3640,REGULAR AIR,2012-05-13
SHP_3641,REGULAR AIR,2012-05-11
SHP_3642,REGULAR AIR,2009-06-06
SHP_3643,REGULAR AIR,2010-06-10
SHP_3644,REGULAR AIR,2010-06-11
SHP_3645,REGULAR AIR,2010-06-12
SHP_3646,REGULAR AIR,2010-07-01
SHP_3765,EXPRESS AIR,2009-04-21
SHP_3647,DELIVERY TRUCK,2010-07-01
SHP_3648,EXPRESS AIR,2009-05-25
SHP_3649,DELIVERY TRUCK,2009-05-25
SHP_3650,REGULAR AIR,2010-04-30
SHP_3651,EXPRESS AIR,2012-06-08
SHP_3652,REGULAR AIR,2012-05-01
SHP_3653,REGULAR AIR,2011-05-08
SHP_3654,REGULAR AIR,2010-11-01
SHP_3655,REGULAR AIR,2012-10-17
SHP_3656,REGULAR AIR,2012-04-24
SHP_3657,REGULAR AIR,2012-04-26
SHP_3658,REGULAR AIR,2012-08-01
SHP_3659,REGULAR AIR,2012-07-31
SHP_3660,REGULAR AIR,2009-03-22
SHP_3661,REGULAR AIR,2009-10-22
SHP_3662,REGULAR AIR,2010-03-08
SHP_3663,REGULAR AIR,2012-08-07
SHP_3664,REGULAR AIR,2012-10-01
SHP_3665,REGULAR AIR,2012-09-30
SHP_3666,REGULAR AIR,2012-02-13
SHP_3667,REGULAR AIR,2010-09-26
SHP_3668,REGULAR AIR,2011-09-07
SHP_3669,REGULAR AIR,2011-03-06
SHP_3670,REGULAR AIR,2010-09-02
SHP_3671,REGULAR AIR,2009-01-24
SHP_3672,REGULAR AIR,2009-03-13
SHP_3673,REGULAR AIR,2009-03-14
SHP_3674,REGULAR AIR,2010-08-01
SHP_3675,REGULAR AIR,2012-08-07
SHP_3676,EXPRESS AIR,2011-12-07
SHP_3677,REGULAR AIR,2011-11-20
SHP_3678,REGULAR AIR,2011-11-19
SHP_3679,DELIVERY TRUCK,2012-02-11
SHP_3680,REGULAR AIR,2012-02-14
SHP_3681,DELIVERY TRUCK,2010-06-04
SHP_3682,REGULAR AIR,2009-12-07
SHP_3683,REGULAR AIR,2010-09-16
SHP_3684,REGULAR AIR,2012-07-13
SHP_3685,REGULAR AIR,2012-09-03
SHP_3686,REGULAR AIR,2012-07-16
SHP_3687,REGULAR AIR,2011-03-25
SHP_3688,REGULAR AIR,2009-11-26
SHP_3689,EXPRESS AIR,2012-07-27
SHP_3690,EXPRESS AIR,2009-01-16
SHP_3691,REGULAR AIR,2009-01-21
SHP_3692,REGULAR AIR,2010-12-04
SHP_3693,REGULAR AIR,2010-07-28
SHP_3694,REGULAR AIR,2010-07-25
SHP_3695,DELIVERY TRUCK,2009-01-23
SHP_3696,EXPRESS AIR,2012-08-25
SHP_3697,REGULAR AIR,2011-08-02
SHP_3698,REGULAR AIR,2010-07-24
SHP_3699,REGULAR AIR,2010-07-20
SHP_3700,REGULAR AIR,2010-07-24
SHP_3701,REGULAR AIR,2010-07-23
SHP_3702,REGULAR AIR,2010-07-25
SHP_3703,REGULAR AIR,2011-04-01
SHP_3704,REGULAR AIR,2010-10-26
SHP_3705,REGULAR AIR,2012-05-24
SHP_3706,REGULAR AIR,2011-12-03
SHP_3707,REGULAR AIR,2011-12-02
SHP_3708,REGULAR AIR,2012-06-19
SHP_3709,DELIVERY TRUCK,2010-10-04
SHP_3710,DELIVERY TRUCK,2010-04-03
SHP_3711,EXPRESS AIR,2010-09-01
SHP_3712,REGULAR AIR,2010-09-04
SHP_3713,DELIVERY TRUCK,2010-09-04
SHP_3714,REGULAR AIR,2010-08-26
SHP_3715,REGULAR AIR,2010-08-28
SHP_3716,REGULAR AIR,2010-04-01
SHP_3717,REGULAR AIR,2010-03-29
SHP_3718,REGULAR AIR,2010-03-27
SHP_3719,DELIVERY TRUCK,2010-06-15
SHP_3720,REGULAR AIR,2012-10-24
SHP_3721,REGULAR AIR,2012-10-23
SHP_3722,REGULAR AIR,2012-09-14
SHP_3723,REGULAR AIR,2009-12-04
SHP_3724,EXPRESS AIR,2012-01-28
SHP_3725,REGULAR AIR,2010-03-02
SHP_3726,REGULAR AIR,2010-03-03
SHP_3727,DELIVERY TRUCK,2009-06-25
SHP_3728,REGULAR AIR,2012-07-18
SHP_3729,REGULAR AIR,2009-11-05
SHP_3730,EXPRESS AIR,2009-11-06
SHP_3731,REGULAR AIR,2009-11-03
SHP_3732,DELIVERY TRUCK,2012-02-19
SHP_3733,REGULAR AIR,2010-08-05
SHP_3734,EXPRESS AIR,2010-10-31
SHP_3735,REGULAR AIR,2010-10-31
SHP_3736,REGULAR AIR,2010-11-01
SHP_3737,REGULAR AIR,2010-04-25
SHP_3738,REGULAR AIR,2010-12-12
SHP_3739,REGULAR AIR,2011-06-12
SHP_3740,EXPRESS AIR,2011-06-11
SHP_3741,REGULAR AIR,2011-04-05
SHP_3742,REGULAR AIR,2010-07-18
SHP_3743,REGULAR AIR,2011-08-18
SHP_3744,REGULAR AIR,2011-08-19
SHP_3745,REGULAR AIR,2009-04-29
SHP_3746,REGULAR AIR,2012-07-19
SHP_3747,REGULAR AIR,2009-11-03
SHP_3748,EXPRESS AIR,2009-11-04
SHP_3749,REGULAR AIR,2009-09-18
SHP_3750,REGULAR AIR,2009-09-19
SHP_3751,REGULAR AIR,2009-12-01
SHP_3752,REGULAR AIR,2009-06-23
SHP_3753,REGULAR AIR,2009-06-30
SHP_3754,REGULAR AIR,2009-06-25
SHP_3755,REGULAR AIR,2009-05-05
SHP_3756,REGULAR AIR,2009-05-04
SHP_3757,REGULAR AIR,2009-05-03
SHP_3758,REGULAR AIR,2009-02-03
SHP_3759,REGULAR AIR,2011-03-04
SHP_3760,REGULAR AIR,2012-02-08
SHP_3761,EXPRESS AIR,2009-07-07
SHP_3762,EXPRESS AIR,2011-07-20
SHP_3763,DELIVERY TRUCK,2012-09-04
SHP_3764,DELIVERY TRUCK,2012-04-01
SHP_3766,REGULAR AIR,2009-04-28
SHP_3767,REGULAR AIR,2009-04-23
SHP_3768,DELIVERY TRUCK,2009-04-25
SHP_3769,REGULAR AIR,2009-12-07
SHP_3770,REGULAR AIR,2009-05-09
SHP_3771,DELIVERY TRUCK,2012-11-01
SHP_3772,REGULAR AIR,2012-10-31
SHP_3773,DELIVERY TRUCK,2009-04-22
SHP_3774,REGULAR AIR,2009-04-22
SHP_3775,DELIVERY TRUCK,2010-09-26
SHP_3776,REGULAR AIR,2010-07-22
SHP_3777,REGULAR AIR,2011-06-15
SHP_3778,REGULAR AIR,2009-10-02
SHP_3779,DELIVERY TRUCK,2009-10-01
SHP_3780,DELIVERY TRUCK,2009-10-07
SHP_3781,REGULAR AIR,2011-12-20
SHP_3782,EXPRESS AIR,2009-07-01
SHP_3783,REGULAR AIR,2009-06-15
SHP_3784,EXPRESS AIR,2010-10-02
SHP_3785,EXPRESS AIR,2009-06-02
SHP_3786,EXPRESS AIR,2010-11-12
SHP_3787,EXPRESS AIR,2009-09-12
SHP_3788,REGULAR AIR,2012-06-11
SHP_3789,REGULAR AIR,2011-02-05
SHP_3790,EXPRESS AIR,2010-02-10
SHP_3791,DELIVERY TRUCK,2010-02-08
SHP_3792,REGULAR AIR,2012-04-25
SHP_3793,REGULAR AIR,2012-04-26
SHP_3794,REGULAR AIR,2009-03-14
SHP_3795,REGULAR AIR,2009-11-25
SHP_3796,EXPRESS AIR,2009-11-25
SHP_3797,DELIVERY TRUCK,2010-07-09
SHP_3798,REGULAR AIR,2011-01-10
SHP_3799,REGULAR AIR,2011-01-09
SHP_3800,EXPRESS AIR,2011-01-09
SHP_3801,REGULAR AIR,2012-03-05
SHP_3802,REGULAR AIR,2011-01-12
SHP_3803,EXPRESS AIR,2011-01-13
SHP_3804,REGULAR AIR,2011-01-13
SHP_3805,REGULAR AIR,2012-06-20
SHP_3806,REGULAR AIR,2011-12-06
SHP_3807,EXPRESS AIR,2011-12-07
SHP_3808,REGULAR AIR,2011-07-25
SHP_3809,REGULAR AIR,2012-11-17
SHP_3810,EXPRESS AIR,2009-12-11
SHP_3811,REGULAR AIR,2009-07-23
SHP_3812,EXPRESS AIR,2009-07-23
SHP_3813,REGULAR AIR,2012-08-24
SHP_3814,REGULAR AIR,2009-01-23
SHP_3815,EXPRESS AIR,2009-01-22
SHP_3816,REGULAR AIR,2011-03-09
SHP_3817,EXPRESS AIR,2011-03-09
SHP_3818,REGULAR AIR,2012-11-22
SHP_3819,REGULAR AIR,2012-11-20
SHP_3820,EXPRESS AIR,2009-10-04
SHP_3821,DELIVERY TRUCK,2011-04-10
SHP_3822,REGULAR AIR,2010-10-15
SHP_3823,EXPRESS AIR,2010-10-17
SHP_3824,EXPRESS AIR,2010-11-10
SHP_3825,REGULAR AIR,2009-07-25
SHP_3826,REGULAR AIR,2009-08-04
SHP_3827,REGULAR AIR,2012-09-14
SHP_3828,REGULAR AIR,2012-09-18
SHP_3829,REGULAR AIR,2012-09-21
SHP_3830,EXPRESS AIR,2012-12-11
SHP_3831,REGULAR AIR,2012-12-11
SHP_3832,REGULAR AIR,2012-03-12
SHP_3833,REGULAR AIR,2009-09-03
SHP_3834,REGULAR AIR,2009-09-04
SHP_3835,DELIVERY TRUCK,2009-09-03
SHP_3836,REGULAR AIR,2011-03-20
SHP_3837,REGULAR AIR,2012-04-14
SHP_3838,DELIVERY TRUCK,2012-04-15
SHP_3839,REGULAR AIR,2012-04-15
SHP_3840,REGULAR AIR,2011-07-09
SHP_3841,EXPRESS AIR,2011-07-09
SHP_3842,REGULAR AIR,2011-04-25
SHP_3843,EXPRESS AIR,2011-09-28
SHP_3844,REGULAR AIR,2011-12-25
SHP_3845,REGULAR AIR,2011-11-12
SHP_3846,REGULAR AIR,2011-11-13
SHP_3847,REGULAR AIR,2011-11-08
SHP_3848,REGULAR AIR,2011-05-12
SHP_3849,REGULAR AIR,2011-05-13
SHP_3850,DELIVERY TRUCK,2010-04-19
SHP_3851,REGULAR AIR,2009-06-11
SHP_3852,REGULAR AIR,2009-06-14
SHP_3853,REGULAR AIR,2009-06-12
SHP_3854,EXPRESS AIR,2009-06-11
SHP_3855,REGULAR AIR,2011-06-11
SHP_3856,DELIVERY TRUCK,2009-10-14
SHP_3857,EXPRESS AIR,2012-01-31
SHP_3858,REGULAR AIR,2012-02-01
SHP_3859,REGULAR AIR,2012-08-17
SHP_3860,EXPRESS AIR,2009-03-04
SHP_3861,REGULAR AIR,2010-12-24
SHP_3862,REGULAR AIR,2010-12-25
SHP_3863,REGULAR AIR,2010-12-06
SHP_3864,DELIVERY TRUCK,2010-12-06
SHP_3865,REGULAR AIR,2010-12-04
SHP_3866,REGULAR AIR,2010-10-08
SHP_3867,REGULAR AIR,2009-02-22
SHP_3868,REGULAR AIR,2009-02-21
SHP_3869,REGULAR AIR,2010-01-21
SHP_3870,REGULAR AIR,2009-07-18
SHP_3871,DELIVERY TRUCK,2012-12-03
SHP_3872,DELIVERY TRUCK,2012-12-04
SHP_3873,DELIVERY TRUCK,2012-03-11
SHP_3874,REGULAR AIR,2012-04-13
SHP_3875,REGULAR AIR,2011-08-14
SHP_3876,DELIVERY TRUCK,2011-08-16
SHP_3877,REGULAR AIR,2009-04-23
SHP_3878,DELIVERY TRUCK,2010-12-18
SHP_3879,EXPRESS AIR,2009-10-17
SHP_3880,EXPRESS AIR,2011-11-01
SHP_3881,REGULAR AIR,2009-06-18
SHP_3882,EXPRESS AIR,2009-06-18
SHP_3883,REGULAR AIR,2011-05-25
SHP_3884,REGULAR AIR,2009-11-21
SHP_3885,REGULAR AIR,2009-08-24
SHP_3886,REGULAR AIR,2010-07-21
SHP_3887,REGULAR AIR,2009-02-13
SHP_3888,REGULAR AIR,2012-05-09
SHP_3889,EXPRESS AIR,2011-11-20
SHP_3890,REGULAR AIR,2012-03-27
SHP_3891,REGULAR AIR,2011-11-16
SHP_3892,EXPRESS AIR,2010-09-17
SHP_3893,REGULAR AIR,2009-04-21
SHP_3894,REGULAR AIR,2010-05-22
SHP_3895,REGULAR AIR,2011-12-28
SHP_3896,REGULAR AIR,2012-07-13
SHP_3897,EXPRESS AIR,2012-07-12
SHP_3898,REGULAR AIR,2010-09-11
SHP_3899,REGULAR AIR,2010-05-14
SHP_3900,REGULAR AIR,2010-05-15
SHP_3901,DELIVERY TRUCK,2010-12-02
SHP_3902,REGULAR AIR,2009-03-29
SHP_3903,REGULAR AIR,2009-03-25
SHP_3904,REGULAR AIR,2012-09-06
SHP_3905,DELIVERY TRUCK,2012-09-07
SHP_3906,REGULAR AIR,2010-06-19
SHP_3907,REGULAR AIR,2010-06-21
SHP_3908,REGULAR AIR,2012-10-06
SHP_3909,REGULAR AIR,2012-04-21
SHP_3910,DELIVERY TRUCK,2012-04-22
SHP_3911,REGULAR AIR,2012-04-22
SHP_3912,REGULAR AIR,2010-12-13
SHP_3913,REGULAR AIR,2011-11-12
SHP_3914,EXPRESS AIR,2011-08-20
SHP_3915,REGULAR AIR,2011-08-23
SHP_3916,REGULAR AIR,2009-05-15
SHP_3917,REGULAR AIR,2009-05-16
SHP_3918,REGULAR AIR,2012-02-04
SHP_3919,REGULAR AIR,2010-05-27
SHP_3920,EXPRESS AIR,2010-05-27
SHP_3921,REGULAR AIR,2010-04-23
SHP_3922,REGULAR AIR,2010-04-20
SHP_3923,REGULAR AIR,2012-03-03
SHP_3924,REGULAR AIR,2011-07-03
SHP_3925,REGULAR AIR,2009-07-27
SHP_3926,EXPRESS AIR,2009-07-29
SHP_3927,REGULAR AIR,2010-05-13
SHP_3928,REGULAR AIR,2010-05-11
SHP_3929,EXPRESS AIR,2009-04-07
SHP_3930,REGULAR AIR,2011-09-01
SHP_3931,REGULAR AIR,2011-10-22
SHP_3932,REGULAR AIR,2012-07-29
SHP_3933,REGULAR AIR,2011-04-15
SHP_3934,REGULAR AIR,2010-06-01
SHP_3935,EXPRESS AIR,2012-05-26
SHP_3936,REGULAR AIR,2011-07-14
SHP_3937,REGULAR AIR,2011-06-02
SHP_3938,REGULAR AIR,2010-06-04
SHP_3939,REGULAR AIR,2010-06-05
SHP_3940,REGULAR AIR,2010-06-02
SHP_3941,DELIVERY TRUCK,2010-10-16
SHP_3942,REGULAR AIR,2010-11-19
SHP_3943,REGULAR AIR,2010-01-18
SHP_3944,REGULAR AIR,2010-01-16
SHP_3945,REGULAR AIR,2012-04-10
SHP_3946,EXPRESS AIR,2012-04-11
SHP_3947,EXPRESS AIR,2010-02-08
SHP_3948,REGULAR AIR,2010-02-06
SHP_3949,REGULAR AIR,2010-02-07
SHP_3950,DELIVERY TRUCK,2011-01-19
SHP_3951,REGULAR AIR,2012-07-23
SHP_3952,REGULAR AIR,2011-05-15
SHP_3953,REGULAR AIR,2009-01-28
SHP_3954,DELIVERY TRUCK,2011-08-16
SHP_3955,REGULAR AIR,2011-09-08
SHP_3956,REGULAR AIR,2012-04-14
SHP_3957,REGULAR AIR,2009-02-02
SHP_3958,REGULAR AIR,2010-07-27
SHP_3959,REGULAR AIR,2010-07-28
SHP_3960,REGULAR AIR,2010-01-14
SHP_3961,REGULAR AIR,2010-01-15
SHP_3962,REGULAR AIR,2011-12-01
SHP_3963,DELIVERY TRUCK,2011-07-18
SHP_3964,REGULAR AIR,2011-07-20
SHP_3965,EXPRESS AIR,2011-05-04
SHP_3966,EXPRESS AIR,2009-11-21
SHP_3967,REGULAR AIR,2009-11-21
SHP_3968,REGULAR AIR,2012-04-27
SHP_3969,DELIVERY TRUCK,2012-04-27
SHP_3970,EXPRESS AIR,2009-08-17
SHP_3971,REGULAR AIR,2009-08-15
SHP_3972,EXPRESS AIR,2010-06-14
SHP_3973,REGULAR AIR,2010-06-15
SHP_3974,REGULAR AIR,2011-11-19
SHP_3975,REGULAR AIR,2011-02-10
SHP_3976,REGULAR AIR,2010-08-01
SHP_3977,REGULAR AIR,2012-04-18
SHP_3978,REGULAR AIR,2012-02-03
SHP_3979,REGULAR AIR,2012-05-03
SHP_3980,REGULAR AIR,2009-03-19
SHP_3981,EXPRESS AIR,2009-03-21
SHP_3982,EXPRESS AIR,2012-05-21
SHP_3983,DELIVERY TRUCK,2012-09-22
SHP_3984,REGULAR AIR,2009-12-08
SHP_3985,REGULAR AIR,2009-12-09
SHP_3986,REGULAR AIR,2012-03-11
SHP_3987,REGULAR AIR,2012-03-12
SHP_3988,REGULAR AIR,2010-02-22
SHP_3989,REGULAR AIR,2010-12-04
SHP_3990,DELIVERY TRUCK,2010-12-03
SHP_3991,EXPRESS AIR,2012-04-29
SHP_3992,REGULAR AIR,2011-12-03
SHP_3993,REGULAR AIR,2011-12-01
SHP_3994,DELIVERY TRUCK,2011-12-03
SHP_3995,REGULAR AIR,2010-12-03
SHP_3996,REGULAR AIR,2010-12-04
SHP_3997,REGULAR AIR,2011-03-05
SHP_3998,REGULAR AIR,2010-10-08
SHP_3999,REGULAR AIR,2009-01-02
SHP_4000,REGULAR AIR,2012-03-15
SHP_4001,DELIVERY TRUCK,2010-06-18
SHP_4002,DELIVERY TRUCK,2011-08-11
SHP_4003,DELIVERY TRUCK,2012-10-04
SHP_4004,REGULAR AIR,2012-11-17
SHP_4005,REGULAR AIR,2010-05-27
SHP_4006,DELIVERY TRUCK,2010-05-27
SHP_4007,DELIVERY TRUCK,2009-03-30
SHP_4008,DELIVERY TRUCK,2009-07-13
SHP_4009,REGULAR AIR,2009-07-13
SHP_4010,REGULAR AIR,2009-01-11
SHP_4011,REGULAR AIR,2009-07-28
SHP_4012,REGULAR AIR,2009-01-16
SHP_4013,DELIVERY TRUCK,2009-01-14
SHP_4014,EXPRESS AIR,2009-01-16
SHP_4015,DELIVERY TRUCK,2010-01-28
SHP_4016,REGULAR AIR,2009-11-05
SHP_4017,REGULAR AIR,2011-10-08
SHP_4018,DELIVERY TRUCK,2012-04-14
SHP_4019,REGULAR AIR,2011-08-21
SHP_4020,REGULAR AIR,2011-10-22
SHP_4021,EXPRESS AIR,2011-10-22
SHP_4022,DELIVERY TRUCK,2011-10-20
SHP_4023,DELIVERY TRUCK,2009-01-22
SHP_4024,REGULAR AIR,2009-01-22
SHP_4025,REGULAR AIR,2011-12-07
SHP_4026,REGULAR AIR,2012-08-17
SHP_4027,DELIVERY TRUCK,2012-08-15
SHP_4028,EXPRESS AIR,2009-05-09
SHP_4029,EXPRESS AIR,2011-04-24
SHP_4030,REGULAR AIR,2011-04-25
SHP_4031,EXPRESS AIR,2009-06-26
SHP_4032,DELIVERY TRUCK,2010-08-02
SHP_4033,REGULAR AIR,2010-07-31
SHP_4034,REGULAR AIR,2009-12-02
SHP_4035,REGULAR AIR,2010-12-04
SHP_4036,DELIVERY TRUCK,2009-11-22
SHP_4037,REGULAR AIR,2009-11-22
SHP_4038,REGULAR AIR,2009-07-22
SHP_4039,REGULAR AIR,2009-07-24
SHP_4040,REGULAR AIR,2010-06-01
SHP_4041,REGULAR AIR,2010-11-28
SHP_4042,REGULAR AIR,2011-09-05
SHP_4043,EXPRESS AIR,2011-09-05
SHP_4044,EXPRESS AIR,2010-10-29
SHP_4045,REGULAR AIR,2009-10-20
SHP_4046,REGULAR AIR,2012-09-09
SHP_4047,REGULAR AIR,2011-10-14
SHP_4048,REGULAR AIR,2011-06-04
SHP_4049,REGULAR AIR,2012-11-20
SHP_4050,REGULAR AIR,2012-11-21
SHP_4051,REGULAR AIR,2010-12-07
SHP_4052,DELIVERY TRUCK,2012-05-27
SHP_4053,DELIVERY TRUCK,2009-07-28
SHP_4054,DELIVERY TRUCK,2010-07-03
SHP_4055,DELIVERY TRUCK,2011-02-06
SHP_4056,REGULAR AIR,2012-04-16
SHP_4057,REGULAR AIR,2009-04-11
SHP_4058,REGULAR AIR,2009-11-12
SHP_4059,EXPRESS AIR,2009-06-06
SHP_4060,REGULAR AIR,2009-01-16
SHP_4061,REGULAR AIR,2011-10-04
SHP_4062,REGULAR AIR,2012-10-13
SHP_4063,REGULAR AIR,2012-10-30
SHP_4064,DELIVERY TRUCK,2011-03-19
SHP_4065,REGULAR AIR,2009-01-17
SHP_4066,REGULAR AIR,2012-10-25
SHP_4067,REGULAR AIR,2010-07-04
SHP_4068,DELIVERY TRUCK,2012-06-23
SHP_4069,REGULAR AIR,2010-12-17
SHP_4070,EXPRESS AIR,2012-06-07
SHP_4071,DELIVERY TRUCK,2012-05-31
SHP_4072,DELIVERY TRUCK,2012-06-30
SHP_4073,REGULAR AIR,2010-10-25
SHP_4074,DELIVERY TRUCK,2010-10-24
SHP_4075,REGULAR AIR,2009-08-25
SHP_4076,REGULAR AIR,2012-10-26
SHP_4077,DELIVERY TRUCK,2009-02-15
SHP_4078,REGULAR AIR,2009-09-03
SHP_4079,DELIVERY TRUCK,2012-05-20
SHP_4080,EXPRESS AIR,2009-09-16
SHP_4081,REGULAR AIR,2010-06-17
SHP_4082,DELIVERY TRUCK,2010-02-28
SHP_4083,DELIVERY TRUCK,2010-04-07
SHP_4084,REGULAR AIR,2010-07-30
SHP_4085,DELIVERY TRUCK,2010-07-31
SHP_4086,REGULAR AIR,2012-08-01
SHP_4087,DELIVERY TRUCK,2012-08-02
SHP_4088,REGULAR AIR,2010-05-20
SHP_4089,EXPRESS AIR,2012-03-09
SHP_4090,REGULAR AIR,2011-03-16
SHP_4091,REGULAR AIR,2012-11-15
SHP_4092,REGULAR AIR,2012-11-14
SHP_4093,REGULAR AIR,2012-11-12
SHP_4094,DELIVERY TRUCK,2011-11-06
SHP_4095,DELIVERY TRUCK,2009-01-20
SHP_4096,EXPRESS AIR,2009-01-20
SHP_4097,DELIVERY TRUCK,2010-09-10
SHP_4098,REGULAR AIR,2010-09-09
SHP_4099,REGULAR AIR,2009-12-06
SHP_4100,DELIVERY TRUCK,2009-01-19
SHP_4101,DELIVERY TRUCK,2009-09-03
SHP_4102,REGULAR AIR,2011-05-03
SHP_4103,EXPRESS AIR,2011-03-05
SHP_4104,REGULAR AIR,2009-12-30
SHP_4105,REGULAR AIR,2010-05-07
SHP_4106,REGULAR AIR,2010-10-16
SHP_4107,REGULAR AIR,2012-05-15
SHP_4108,DELIVERY TRUCK,2012-04-12
SHP_4109,REGULAR AIR,2011-06-25
SHP_4110,REGULAR AIR,2012-02-17
SHP_4111,EXPRESS AIR,2010-11-01
SHP_4112,REGULAR AIR,2011-02-26
SHP_4113,REGULAR AIR,2010-05-24
SHP_4114,REGULAR AIR,2010-04-27
SHP_4115,REGULAR AIR,2009-04-30
SHP_4116,REGULAR AIR,2009-06-07
SHP_4117,REGULAR AIR,2010-07-21
SHP_4118,DELIVERY TRUCK,2009-12-08
SHP_4119,REGULAR AIR,2010-10-25
SHP_4120,REGULAR AIR,2009-06-02
