"ord_id","prioridade_pedidos","data_pedido"
Ord_1391,HIGH,2011-01-19
Ord_1392,CRITICAL,2011-07-23
Ord_1393,HIGH,2009-10-20
Ord_1394,NOT SPECIFIED,2011-04-08
Ord_1395,MEDIUM,2011-06-10
Ord_1396,NOT SPECIFIED,2012-02-05
Ord_1397,HIGH,2010-12-24
Ord_1398,HIGH,2009-09-28
Ord_1399,HIGH,2012-03-10
Ord_1400,MEDIUM,2009-10-13
Ord_1401,CRITICAL,2012-10-30
Ord_1402,HIGH,2012-03-12
Ord_1403,HIGH,2012-09-23
Ord_1404,NOT SPECIFIED,2011-04-29
Ord_1405,NOT SPECIFIED,2011-05-20
Ord_1406,LOW,2011-10-28
Ord_1407,HIGH,2012-07-21
Ord_1408,MEDIUM,2009-11-25
Ord_1409,LOW,2012-07-12
Ord_1410,NOT SPECIFIED,2010-01-13
Ord_1411,CRITICAL,2010-08-05
Ord_1412,NOT SPECIFIED,2012-04-05
Ord_1413,NOT SPECIFIED,2012-03-16
Ord_1414,LOW,2009-11-02
Ord_1415,MEDIUM,2011-04-10
Ord_1416,MEDIUM,2009-01-07
Ord_1417,CRITICAL,2012-10-29
Ord_1418,NOT SPECIFIED,2009-11-06
Ord_1419,LOW,2012-09-08
Ord_1420,MEDIUM,2009-08-12
Ord_1421,MEDIUM,2009-07-31
Ord_1422,MEDIUM,2009-09-18
Ord_1423,MEDIUM,2012-12-25
Ord_1424,NOT SPECIFIED,2012-09-11
Ord_1425,MEDIUM,2010-08-13
Ord_1426,LOW,2009-09-29
Ord_1427,LOW,2012-10-18
Ord_1428,LOW,2011-03-12
Ord_1429,CRITICAL,2011-05-24
Ord_1430,MEDIUM,2009-05-20
Ord_1431,MEDIUM,2011-03-10
Ord_1432,NOT SPECIFIED,2009-05-18
Ord_1433,HIGH,2009-08-11
Ord_1434,NOT SPECIFIED,2010-09-11
Ord_1435,CRITICAL,2012-06-07
Ord_1436,NOT SPECIFIED,2011-02-26
Ord_1437,CRITICAL,2012-01-12
Ord_1438,MEDIUM,2012-04-01
Ord_1439,LOW,2011-02-07
Ord_1440,CRITICAL,2011-10-24
Ord_1441,MEDIUM,2010-07-29
Ord_1442,LOW,2011-10-07
Ord_1443,HIGH,2012-05-06
Ord_1444,HIGH,2012-03-28
Ord_1445,CRITICAL,2012-08-29
Ord_1446,NOT SPECIFIED,2011-02-14
Ord_1447,MEDIUM,2010-04-06
Ord_1448,LOW,2011-12-21
Ord_1449,CRITICAL,2009-10-09
Ord_1450,HIGH,2011-07-30
Ord_1451,CRITICAL,2011-02-16
Ord_1452,NOT SPECIFIED,2012-09-05
Ord_1453,HIGH,2012-08-10
Ord_1454,NOT SPECIFIED,2012-11-09
Ord_1455,CRITICAL,2009-11-21
Ord_1456,LOW,2010-01-22
Ord_1457,HIGH,2010-07-30
Ord_1458,LOW,2010-02-03
Ord_1459,CRITICAL,2011-06-11
Ord_1460,CRITICAL,2012-03-26
Ord_1461,HIGH,2012-11-18
Ord_1462,HIGH,2010-04-09
Ord_1463,LOW,2010-09-30
Ord_1464,HIGH,2011-01-27
Ord_1465,MEDIUM,2011-12-18
Ord_1466,LOW,2011-01-25
Ord_1467,CRITICAL,2010-09-17
Ord_1468,LOW,2012-12-30
Ord_1469,HIGH,2012-07-09
Ord_1470,NOT SPECIFIED,2011-04-22
Ord_1471,MEDIUM,2012-04-17
Ord_1472,HIGH,2011-06-16
Ord_1473,LOW,2011-07-04
Ord_1474,NOT SPECIFIED,2009-07-30
Ord_1475,NOT SPECIFIED,2011-04-12
Ord_1476,NOT SPECIFIED,2012-03-20
Ord_1477,MEDIUM,2012-12-19
Ord_1478,HIGH,2009-03-15
Ord_1479,HIGH,2010-11-22
Ord_1480,CRITICAL,2010-03-15
Ord_1481,HIGH,2010-03-02
Ord_1482,MEDIUM,2011-09-15
Ord_1483,MEDIUM,2010-11-24
Ord_1484,HIGH,2010-09-14
Ord_1485,HIGH,2011-08-07
Ord_1486,MEDIUM,2011-04-02
Ord_1487,MEDIUM,2009-08-24
Ord_1488,LOW,2010-07-21
Ord_1489,NOT SPECIFIED,2009-04-10
Ord_1490,CRITICAL,2009-09-17
Ord_1491,HIGH,2012-04-06
Ord_1492,HIGH,2010-02-22
Ord_1493,LOW,2012-09-19
Ord_1494,CRITICAL,2010-03-22
Ord_1495,MEDIUM,2010-10-20
Ord_1496,MEDIUM,2010-03-21
Ord_1497,LOW,2012-07-07
Ord_1498,CRITICAL,2011-04-09
Ord_1499,CRITICAL,2011-02-07
Ord_1500,LOW,2010-10-18
Ord_1501,LOW,2010-08-04
Ord_1502,LOW,2012-03-08
Ord_1503,HIGH,2012-11-11
Ord_1504,MEDIUM,2009-06-29
Ord_1505,LOW,2009-02-16
Ord_1506,CRITICAL,2010-12-27
Ord_1507,HIGH,2010-11-25
Ord_1508,MEDIUM,2009-11-25
Ord_1509,HIGH,2012-08-19
Ord_1510,NOT SPECIFIED,2009-03-24
Ord_1511,MEDIUM,2012-03-29
Ord_1512,MEDIUM,2011-12-16
Ord_1513,CRITICAL,2010-08-27
Ord_1514,HIGH,2011-12-10
Ord_1515,HIGH,2012-10-19
Ord_1516,NOT SPECIFIED,2011-10-28
Ord_1517,NOT SPECIFIED,2012-02-13
Ord_1518,LOW,2010-09-29
Ord_1519,MEDIUM,2010-11-18
Ord_1520,HIGH,2009-11-09
Ord_1521,MEDIUM,2009-10-23
Ord_1522,HIGH,2010-08-14
Ord_1523,HIGH,2011-10-18
Ord_1524,NOT SPECIFIED,2012-09-24
Ord_1525,MEDIUM,2011-03-04
Ord_1526,HIGH,2010-05-25
Ord_1527,MEDIUM,2010-08-13
Ord_1528,MEDIUM,2010-09-10
Ord_1529,HIGH,2009-04-05
Ord_1530,CRITICAL,2012-01-28
Ord_1531,CRITICAL,2009-02-23
Ord_1532,CRITICAL,2011-08-30
Ord_1533,CRITICAL,2010-12-19
Ord_1534,LOW,2010-03-24
Ord_1535,LOW,2012-05-25
Ord_1536,MEDIUM,2009-12-12
Ord_1537,HIGH,2010-11-30
Ord_1538,MEDIUM,2011-05-04
Ord_1539,CRITICAL,2010-02-15
Ord_1540,LOW,2011-04-20
Ord_1541,CRITICAL,2010-07-14
Ord_1542,LOW,2012-02-15
Ord_1543,NOT SPECIFIED,2009-09-14
Ord_1544,NOT SPECIFIED,2009-09-12
Ord_1545,CRITICAL,2012-05-08
Ord_1546,LOW,2009-05-05
Ord_1547,CRITICAL,2011-04-17
Ord_1548,MEDIUM,2009-05-21
Ord_1549,LOW,2010-06-25
Ord_1550,LOW,2012-10-26
Ord_1551,CRITICAL,2010-07-17
Ord_1552,HIGH,2012-05-14
Ord_1553,LOW,2009-06-13
Ord_1554,LOW,2012-09-04
Ord_1555,HIGH,2010-06-27
Ord_1556,LOW,2009-04-09
Ord_1557,MEDIUM,2011-02-24
Ord_1558,HIGH,2011-02-18
Ord_1559,HIGH,2009-08-17
Ord_1560,LOW,2012-07-07
Ord_1561,NOT SPECIFIED,2010-02-21
Ord_1562,LOW,2010-09-30
Ord_1563,CRITICAL,2009-09-12
Ord_1564,MEDIUM,2009-07-04
Ord_1565,NOT SPECIFIED,2012-01-31
Ord_1566,LOW,2011-10-09
Ord_1567,MEDIUM,2012-02-02
Ord_1568,MEDIUM,2009-02-10
Ord_1569,HIGH,2011-05-22
Ord_1570,MEDIUM,2009-09-24
Ord_1571,LOW,2011-01-10
Ord_1572,HIGH,2010-07-22
Ord_1573,NOT SPECIFIED,2012-04-26
Ord_1574,MEDIUM,2010-12-21
Ord_1575,LOW,2011-10-03
Ord_1576,LOW,2010-02-16
Ord_1577,NOT SPECIFIED,2012-10-06
Ord_1578,CRITICAL,2009-04-10
Ord_1579,CRITICAL,2010-03-09
Ord_1580,HIGH,2009-07-30
Ord_1581,CRITICAL,2011-12-07
Ord_1582,HIGH,2009-01-20
Ord_1583,MEDIUM,2010-05-14
Ord_1584,MEDIUM,2012-04-09
Ord_1585,NOT SPECIFIED,2010-12-03
Ord_1586,HIGH,2011-03-13
Ord_1587,LOW,2010-06-14
Ord_1588,MEDIUM,2010-05-09
Ord_1589,LOW,2010-06-17
Ord_1590,MEDIUM,2010-02-09
Ord_1591,LOW,2011-05-03
Ord_1592,CRITICAL,2012-12-24
Ord_1593,CRITICAL,2012-05-28
Ord_1594,HIGH,2010-11-19
Ord_1595,CRITICAL,2009-02-11
Ord_1596,HIGH,2012-11-13
Ord_1597,NOT SPECIFIED,2009-12-06
Ord_1598,LOW,2011-02-14
Ord_1599,MEDIUM,2011-02-06
Ord_1600,CRITICAL,2010-04-01
Ord_1601,MEDIUM,2012-02-21
Ord_1602,MEDIUM,2009-12-06
Ord_1603,LOW,2012-06-27
Ord_1604,LOW,2009-05-22
Ord_1605,HIGH,2010-03-05
Ord_1606,LOW,2009-06-18
Ord_1607,MEDIUM,2012-05-07
Ord_1608,NOT SPECIFIED,2012-04-01
Ord_1609,LOW,2011-07-17
Ord_1610,MEDIUM,2012-01-26
Ord_1611,NOT SPECIFIED,2010-11-27
Ord_1612,NOT SPECIFIED,2009-03-28
Ord_1613,LOW,2012-12-03
Ord_1614,HIGH,2010-02-01
Ord_1615,MEDIUM,2009-11-25
Ord_1616,CRITICAL,2012-09-03
Ord_1617,NOT SPECIFIED,2009-03-29
Ord_1618,LOW,2010-03-17
Ord_1619,HIGH,2009-01-04
Ord_1620,CRITICAL,2011-05-25
Ord_1621,MEDIUM,2011-05-20
Ord_1622,NOT SPECIFIED,2011-09-07
Ord_1623,LOW,2009-07-21
Ord_1624,CRITICAL,2011-12-17
Ord_1625,HIGH,2012-11-08
Ord_1626,LOW,2010-06-09
Ord_1627,LOW,2012-03-04
Ord_1628,NOT SPECIFIED,2012-12-21
Ord_1629,HIGH,2009-02-27
Ord_1630,MEDIUM,2010-03-10
Ord_1631,MEDIUM,2010-09-12
Ord_1632,LOW,2010-03-24
Ord_1633,NOT SPECIFIED,2011-11-01
Ord_1634,NOT SPECIFIED,2010-11-04
Ord_1635,HIGH,2009-12-12
Ord_1636,LOW,2011-06-14
Ord_1637,LOW,2012-03-07
Ord_1638,NOT SPECIFIED,2011-09-23
Ord_1639,HIGH,2010-10-22
Ord_1640,NOT SPECIFIED,2012-04-25
Ord_1641,MEDIUM,2009-08-18
Ord_1642,CRITICAL,2009-04-02
Ord_1643,CRITICAL,2012-05-24
Ord_1644,MEDIUM,2009-07-04
Ord_1645,HIGH,2011-03-17
Ord_1646,MEDIUM,2012-06-16
Ord_1647,CRITICAL,2012-04-15
Ord_1648,MEDIUM,2011-03-24
Ord_1649,LOW,2012-05-02
Ord_1650,HIGH,2011-12-04
Ord_1651,CRITICAL,2010-10-04
Ord_1652,CRITICAL,2009-09-19
Ord_1653,CRITICAL,2009-12-07
Ord_1654,CRITICAL,2011-08-28
Ord_1655,LOW,2012-03-20
Ord_1656,MEDIUM,2010-01-22
Ord_1657,HIGH,2012-10-22
Ord_1658,NOT SPECIFIED,2009-03-22
Ord_1659,MEDIUM,2009-02-16
Ord_1660,LOW,2009-07-04
Ord_1661,LOW,2011-11-25
Ord_1662,NOT SPECIFIED,2010-05-11
Ord_1663,CRITICAL,2010-05-01
Ord_1664,CRITICAL,2009-01-05
Ord_1665,MEDIUM,2009-03-23
Ord_1666,MEDIUM,2009-03-24
Ord_1667,NOT SPECIFIED,2010-01-03
Ord_1668,LOW,2009-07-26
Ord_1669,HIGH,2011-01-04
Ord_1670,HIGH,2012-02-01
Ord_1671,MEDIUM,2010-10-27
Ord_1672,MEDIUM,2011-08-22
Ord_1673,LOW,2010-06-07
Ord_1674,CRITICAL,2012-05-13
Ord_1675,MEDIUM,2012-05-26
Ord_1676,LOW,2012-02-26
Ord_1677,LOW,2011-10-07
Ord_1678,MEDIUM,2012-04-11
Ord_1679,CRITICAL,2012-12-10
Ord_1680,LOW,2009-12-22
Ord_1681,NOT SPECIFIED,2012-04-30
Ord_1682,MEDIUM,2011-07-15
Ord_1683,MEDIUM,2009-02-12
Ord_1684,HIGH,2012-12-27
Ord_1685,NOT SPECIFIED,2011-08-19
Ord_1686,CRITICAL,2011-02-06
Ord_1687,NOT SPECIFIED,2012-09-13
Ord_1688,HIGH,2010-11-18
Ord_1689,LOW,2010-07-25
Ord_1690,LOW,2012-07-29
Ord_1691,NOT SPECIFIED,2009-07-21
Ord_1692,NOT SPECIFIED,2010-12-09
Ord_1693,HIGH,2011-02-20
Ord_1694,CRITICAL,2009-12-13
Ord_1695,HIGH,2012-04-24
Ord_1696,LOW,2012-02-23
Ord_1697,NOT SPECIFIED,2012-01-22
Ord_1698,CRITICAL,2011-09-04
Ord_1699,MEDIUM,2011-11-22
Ord_1700,HIGH,2009-12-23
Ord_1701,NOT SPECIFIED,2011-10-23
Ord_1702,LOW,2009-03-01
Ord_1703,HIGH,2012-08-06
Ord_1704,MEDIUM,2009-11-22
Ord_1705,NOT SPECIFIED,2011-11-10
Ord_1706,NOT SPECIFIED,2009-01-27
Ord_1707,HIGH,2010-11-20
Ord_1708,HIGH,2012-01-09
Ord_1709,CRITICAL,2009-03-18
Ord_1710,CRITICAL,2011-04-13
Ord_1711,LOW,2012-07-21
Ord_1712,NOT SPECIFIED,2012-07-15
Ord_1713,HIGH,2009-10-10
Ord_1714,LOW,2012-05-22
Ord_1715,NOT SPECIFIED,2009-05-23
Ord_1716,CRITICAL,2009-04-16
Ord_1717,NOT SPECIFIED,2009-12-26
Ord_1718,NOT SPECIFIED,2010-10-09
Ord_1719,CRITICAL,2010-02-09
Ord_1720,LOW,2011-11-26
Ord_1721,CRITICAL,2011-05-04
Ord_1722,NOT SPECIFIED,2010-06-03
Ord_1723,MEDIUM,2009-08-28
Ord_1724,HIGH,2009-10-13
Ord_1725,NOT SPECIFIED,2009-12-22
Ord_1726,LOW,2012-07-26
Ord_1727,MEDIUM,2009-08-05
Ord_1728,MEDIUM,2011-01-29
Ord_1729,NOT SPECIFIED,2010-09-21
Ord_1730,HIGH,2010-08-03
Ord_1731,HIGH,2012-07-25
Ord_1732,LOW,2010-01-26
Ord_1733,CRITICAL,2012-01-16
Ord_1734,MEDIUM,2011-06-19
Ord_1735,MEDIUM,2010-06-09
Ord_1736,HIGH,2011-11-26
Ord_1737,HIGH,2012-08-05
Ord_1738,LOW,2011-02-15
Ord_1739,HIGH,2011-05-26
Ord_1740,LOW,2009-11-08
Ord_1741,LOW,2012-09-13
Ord_1742,HIGH,2009-10-28
Ord_1743,MEDIUM,2012-06-08
Ord_1744,NOT SPECIFIED,2010-12-02
Ord_1745,MEDIUM,2012-10-17
Ord_1746,NOT SPECIFIED,2012-09-21
Ord_1747,HIGH,2011-07-12
Ord_1748,MEDIUM,2011-05-22
Ord_1749,LOW,2011-11-10
Ord_1750,HIGH,2009-09-18
Ord_1751,CRITICAL,2009-02-24
Ord_1752,NOT SPECIFIED,2009-03-20
Ord_1753,HIGH,2012-05-17
Ord_1754,CRITICAL,2010-02-17
Ord_1755,CRITICAL,2009-08-02
Ord_1756,MEDIUM,2009-03-17
Ord_1757,LOW,2009-01-09
Ord_1758,HIGH,2012-09-02
Ord_1759,NOT SPECIFIED,2009-04-09
Ord_1760,LOW,2009-04-06
Ord_1761,MEDIUM,2009-12-09
Ord_1762,NOT SPECIFIED,2009-04-01
Ord_1763,CRITICAL,2010-08-05
Ord_1764,LOW,2010-09-28
Ord_1765,LOW,2010-06-17
Ord_1766,NOT SPECIFIED,2010-05-10
Ord_1767,CRITICAL,2012-12-09
Ord_1768,MEDIUM,2012-04-09
Ord_1769,CRITICAL,2009-11-20
Ord_1770,MEDIUM,2009-07-26
Ord_1771,MEDIUM,2009-04-02
Ord_1772,HIGH,2011-06-01
Ord_1773,LOW,2009-12-02
Ord_1774,LOW,2011-03-15
Ord_1775,MEDIUM,2011-12-20
Ord_1776,HIGH,2012-01-05
Ord_1777,NOT SPECIFIED,2010-10-10
Ord_1778,MEDIUM,2012-04-09
Ord_1779,NOT SPECIFIED,2012-07-22
Ord_1780,LOW,2009-09-23
Ord_1781,MEDIUM,2010-01-20
Ord_1782,HIGH,2012-03-16
Ord_1783,CRITICAL,2011-09-10
Ord_1784,NOT SPECIFIED,2010-04-18
Ord_1785,MEDIUM,2012-12-06
Ord_1786,MEDIUM,2009-01-24
Ord_1787,NOT SPECIFIED,2010-03-07
Ord_1788,LOW,2010-02-27
Ord_1789,LOW,2010-08-16
Ord_1790,HIGH,2009-12-20
Ord_1791,MEDIUM,2009-12-05
Ord_1792,NOT SPECIFIED,2010-06-27
Ord_1793,MEDIUM,2009-05-13
Ord_1794,LOW,2011-02-25
Ord_1795,LOW,2011-06-05
Ord_1796,MEDIUM,2010-03-13
Ord_1797,NOT SPECIFIED,2009-09-19
Ord_1798,LOW,2010-02-25
Ord_1799,HIGH,2011-03-20
Ord_1800,CRITICAL,2012-11-10
Ord_1801,MEDIUM,2010-11-29
Ord_1802,NOT SPECIFIED,2011-07-14
Ord_1803,MEDIUM,2012-05-12
Ord_1804,LOW,2009-12-28
Ord_1805,MEDIUM,2009-03-15
Ord_1806,CRITICAL,2011-03-01
Ord_1807,MEDIUM,2012-07-13
Ord_1808,HIGH,2011-11-16
Ord_1809,MEDIUM,2012-07-19
Ord_1810,HIGH,2012-09-03
Ord_1811,LOW,2012-09-19
Ord_1812,MEDIUM,2009-04-01
Ord_1813,MEDIUM,2010-01-03
Ord_1814,NOT SPECIFIED,2011-01-24
Ord_1815,CRITICAL,2010-05-17
Ord_1816,LOW,2011-09-23
Ord_1817,MEDIUM,2011-09-15
Ord_1818,MEDIUM,2012-12-21
Ord_1819,CRITICAL,2009-10-31
Ord_1820,HIGH,2012-01-05
Ord_1821,MEDIUM,2009-04-22
Ord_1822,LOW,2011-07-16
Ord_1823,HIGH,2010-06-30
Ord_1824,NOT SPECIFIED,2009-07-24
Ord_1825,LOW,2010-10-15
Ord_1826,MEDIUM,2009-02-26
Ord_1827,LOW,2012-10-22
Ord_1828,LOW,2009-04-14
Ord_1829,CRITICAL,2010-09-08
Ord_1830,LOW,2010-09-17
Ord_1831,NOT SPECIFIED,2011-08-06
Ord_1832,HIGH,2009-06-10
Ord_1833,MEDIUM,2012-08-20
Ord_1834,NOT SPECIFIED,2010-03-15
Ord_1835,LOW,2012-11-01
Ord_1836,NOT SPECIFIED,2012-07-26
Ord_1837,HIGH,2010-05-15
Ord_1838,LOW,2012-10-28
Ord_1839,CRITICAL,2009-05-21
Ord_1840,NOT SPECIFIED,2011-09-02
Ord_1841,HIGH,2012-10-09
Ord_1842,MEDIUM,2009-12-19
Ord_1843,MEDIUM,2012-03-03
Ord_1844,HIGH,2012-09-14
Ord_1845,NOT SPECIFIED,2012-11-08
Ord_1846,MEDIUM,2010-02-23
Ord_1847,NOT SPECIFIED,2010-03-12
Ord_1848,LOW,2011-08-23
Ord_1849,MEDIUM,2012-06-11
Ord_1850,LOW,2010-03-16
Ord_1851,NOT SPECIFIED,2012-10-04
Ord_1852,LOW,2010-12-05
Ord_1853,LOW,2009-01-06
Ord_1854,CRITICAL,2009-06-02
Ord_1855,HIGH,2009-10-22
Ord_1856,NOT SPECIFIED,2010-10-22
Ord_1857,NOT SPECIFIED,2012-02-09
Ord_1858,CRITICAL,2011-11-01
Ord_1859,HIGH,2011-01-13
Ord_1860,NOT SPECIFIED,2009-04-29
Ord_1861,CRITICAL,2010-08-04
Ord_1862,LOW,2012-04-22
Ord_1863,CRITICAL,2009-02-26
Ord_1864,CRITICAL,2010-01-08
Ord_1865,MEDIUM,2010-09-15
Ord_1866,NOT SPECIFIED,2009-06-02
Ord_1867,MEDIUM,2010-02-25
Ord_1868,NOT SPECIFIED,2010-05-23
Ord_1869,CRITICAL,2010-07-25
Ord_1870,CRITICAL,2011-01-20
Ord_1871,LOW,2010-01-02
Ord_1872,CRITICAL,2011-03-17
Ord_1873,NOT SPECIFIED,2009-09-30
Ord_1874,MEDIUM,2011-05-19
Ord_1875,LOW,2009-04-08
Ord_1876,HIGH,2010-02-11
Ord_1877,LOW,2010-05-31
Ord_1878,NOT SPECIFIED,2012-09-22
Ord_1879,LOW,2012-06-02
Ord_1880,NOT SPECIFIED,2012-12-09
Ord_1881,LOW,2012-02-09
Ord_1882,CRITICAL,2012-08-21
Ord_1883,LOW,2010-10-20
Ord_1884,MEDIUM,2010-03-24
Ord_1885,LOW,2012-06-27
Ord_1886,LOW,2012-06-19
Ord_1887,CRITICAL,2012-04-04
Ord_1888,MEDIUM,2012-06-02
Ord_1889,HIGH,2009-03-18
Ord_1890,HIGH,2012-05-13
Ord_1891,HIGH,2011-10-18
Ord_1892,NOT SPECIFIED,2012-06-24
Ord_1893,HIGH,2012-08-12
Ord_1894,NOT SPECIFIED,2010-10-16
Ord_1895,LOW,2009-06-22
Ord_1896,CRITICAL,2009-06-15
Ord_1897,NOT SPECIFIED,2011-12-21
Ord_1898,LOW,2011-06-28
Ord_1899,HIGH,2009-08-14
Ord_1900,MEDIUM,2012-01-05
Ord_1901,MEDIUM,2012-08-23
Ord_1902,NOT SPECIFIED,2009-05-27
Ord_1903,LOW,2010-09-01
Ord_1904,HIGH,2012-08-05
Ord_1905,MEDIUM,2010-07-16
Ord_1906,MEDIUM,2011-12-08
Ord_1907,CRITICAL,2009-01-19
Ord_1908,HIGH,2012-07-29
Ord_1909,MEDIUM,2010-04-29
Ord_1910,LOW,2012-12-09
Ord_1911,MEDIUM,2009-07-27
Ord_1912,CRITICAL,2010-01-15
Ord_1913,NOT SPECIFIED,2009-06-15
Ord_1914,HIGH,2010-11-03
Ord_1915,HIGH,2012-10-28
Ord_1916,HIGH,2010-12-01
Ord_1917,NOT SPECIFIED,2011-05-21
Ord_1918,CRITICAL,2012-09-02
Ord_1919,CRITICAL,2011-01-16
Ord_1920,LOW,2010-09-12
Ord_1921,LOW,2012-04-27
Ord_1922,HIGH,2011-12-31
Ord_1923,LOW,2010-11-06
Ord_1924,HIGH,2011-01-31
Ord_1925,HIGH,2011-10-30
Ord_1926,HIGH,2010-06-26
Ord_1927,LOW,2010-03-09
Ord_1928,MEDIUM,2010-10-31
Ord_1929,MEDIUM,2009-07-29
Ord_1930,LOW,2009-07-26
Ord_1931,NOT SPECIFIED,2009-01-11
Ord_1932,CRITICAL,2011-02-02
Ord_1933,CRITICAL,2011-02-18
Ord_1934,NOT SPECIFIED,2009-05-14
Ord_1935,HIGH,2010-09-10
Ord_1936,NOT SPECIFIED,2010-04-15
Ord_1937,HIGH,2011-12-29
Ord_1938,NOT SPECIFIED,2010-09-29
Ord_1939,CRITICAL,2009-02-21
Ord_1940,MEDIUM,2009-05-18
Ord_1941,HIGH,2009-10-26
Ord_1942,CRITICAL,2009-03-24
Ord_1943,CRITICAL,2010-12-25
Ord_1944,HIGH,2012-04-22
Ord_1945,NOT SPECIFIED,2010-11-17
Ord_1946,MEDIUM,2010-12-19
Ord_1947,CRITICAL,2012-09-11
Ord_1948,NOT SPECIFIED,2009-07-21
Ord_1949,NOT SPECIFIED,2011-06-14
Ord_1950,LOW,2009-10-04
Ord_1951,MEDIUM,2011-08-21
Ord_1952,LOW,2011-08-21
Ord_1953,MEDIUM,2011-01-24
Ord_1954,HIGH,2009-08-27
Ord_1955,MEDIUM,2010-03-09
Ord_1956,LOW,2012-10-30
Ord_1957,NOT SPECIFIED,2010-10-19
Ord_1958,CRITICAL,2011-02-21
Ord_1959,LOW,2010-07-16
Ord_1960,NOT SPECIFIED,2009-09-12
Ord_1961,LOW,2009-05-11
Ord_1962,LOW,2012-01-03
Ord_1963,HIGH,2011-12-21
Ord_1964,LOW,2009-12-09
Ord_1965,NOT SPECIFIED,2011-10-26
Ord_1966,NOT SPECIFIED,2009-08-31
Ord_1967,MEDIUM,2011-12-18
Ord_1968,NOT SPECIFIED,2010-01-17
Ord_1969,CRITICAL,2009-06-06
Ord_1970,HIGH,2011-05-08
Ord_1971,LOW,2009-05-19
Ord_1972,NOT SPECIFIED,2012-07-02
Ord_1973,MEDIUM,2011-05-27
Ord_1974,CRITICAL,2011-07-27
Ord_1975,NOT SPECIFIED,2011-11-26
Ord_1976,LOW,2012-11-08
Ord_1977,LOW,2011-04-02
Ord_1978,HIGH,2010-01-11
Ord_1979,NOT SPECIFIED,2010-02-13
Ord_1980,NOT SPECIFIED,2012-12-12
Ord_1981,MEDIUM,2010-06-10
Ord_1982,CRITICAL,2010-12-28
Ord_1983,LOW,2010-10-16
Ord_1984,HIGH,2010-03-16
Ord_1985,CRITICAL,2009-11-04
Ord_1986,MEDIUM,2009-06-22
Ord_1987,HIGH,2009-05-25
Ord_1988,NOT SPECIFIED,2010-12-20
Ord_1989,LOW,2010-06-01
Ord_1990,CRITICAL,2011-12-22
Ord_1991,LOW,2010-11-25
Ord_1992,MEDIUM,2010-01-07
Ord_1993,HIGH,2009-12-19
Ord_1994,NOT SPECIFIED,2012-01-23
Ord_1995,LOW,2011-08-12
Ord_1996,HIGH,2009-09-14
Ord_1997,NOT SPECIFIED,2012-12-23
Ord_1998,MEDIUM,2009-04-14
Ord_1999,MEDIUM,2011-02-13
Ord_2000,CRITICAL,2009-02-24
Ord_2001,CRITICAL,2011-10-26
Ord_2002,CRITICAL,2009-04-06
Ord_2003,CRITICAL,2012-05-13
Ord_2004,NOT SPECIFIED,2010-10-07
Ord_2005,HIGH,2009-03-29
Ord_2006,LOW,2012-09-04
Ord_2007,LOW,2011-04-29
Ord_2008,HIGH,2011-04-24
Ord_2009,HIGH,2012-05-13
Ord_2010,LOW,2011-12-30
Ord_2011,CRITICAL,2011-06-29
Ord_2012,LOW,2010-06-15
Ord_2013,MEDIUM,2010-05-14
Ord_2014,LOW,2010-04-03
Ord_2015,HIGH,2010-08-17
Ord_2016,MEDIUM,2010-05-30
Ord_2017,HIGH,2012-01-16
Ord_2018,CRITICAL,2010-11-30
Ord_2019,CRITICAL,2011-12-29
Ord_2020,CRITICAL,2009-07-28
Ord_2021,MEDIUM,2010-10-13
Ord_2022,MEDIUM,2009-05-05
Ord_2023,MEDIUM,2012-03-28
Ord_2024,LOW,2009-08-16
Ord_2025,HIGH,2010-06-10
Ord_2026,MEDIUM,2012-02-15
Ord_2027,MEDIUM,2012-06-16
Ord_2028,LOW,2012-09-27
Ord_2029,LOW,2010-09-26
Ord_2030,LOW,2011-03-20
Ord_2031,LOW,2010-05-06
Ord_2032,NOT SPECIFIED,2009-01-09
Ord_2033,HIGH,2011-02-24
Ord_2034,NOT SPECIFIED,2011-11-30
Ord_2035,CRITICAL,2009-07-31
Ord_2036,HIGH,2010-07-26
Ord_2037,HIGH,2012-10-12
Ord_2038,LOW,2009-07-08
Ord_2039,CRITICAL,2012-09-20
Ord_2040,CRITICAL,2012-06-10
Ord_2041,HIGH,2012-08-27
Ord_2042,LOW,2009-06-07
Ord_2043,HIGH,2010-07-25
Ord_2044,LOW,2009-01-07
Ord_2045,LOW,2010-05-12
Ord_2046,LOW,2009-11-10
Ord_2047,CRITICAL,2009-08-22
Ord_2048,MEDIUM,2010-10-16
Ord_2049,CRITICAL,2011-03-21
Ord_2050,MEDIUM,2012-09-01
Ord_2051,HIGH,2010-06-21
Ord_2052,MEDIUM,2012-01-27
Ord_2053,CRITICAL,2009-09-01
Ord_2054,MEDIUM,2011-10-25
Ord_2055,MEDIUM,2010-03-03
Ord_2056,LOW,2011-03-03
Ord_2057,NOT SPECIFIED,2011-02-14
Ord_2058,NOT SPECIFIED,2012-09-25
Ord_2059,MEDIUM,2011-11-11
Ord_2060,MEDIUM,2009-06-24
Ord_2061,CRITICAL,2011-07-27
Ord_2062,HIGH,2012-02-14
Ord_2063,CRITICAL,2012-12-03
Ord_2064,CRITICAL,2010-01-14
Ord_2065,HIGH,2011-06-03
Ord_2066,HIGH,2012-11-30
Ord_2067,HIGH,2010-06-02
